SOURCELONG:Player's Handbook 2	SOURCESHORT:PHB2	SOURCEWEB:http://www.gozzilioni.net																																					
#																																							
# Class Name 1	Hit Dice (HD)	Type (TYPE:)	Abbreviation (ABB)	Max Level (MAXLEVEL)	Source Page (SOURCEPAGE)	Save checks bonus (Fortitude) (BONUS:CHECKS)	Save checks bonus (Reflex)	Save checks bonus (Will)	Combat bonus	EXCLASS	CONTIGUOS	FINE																											
SUBCLASSLEVEL:3				ABILITY:Special Ability|AUTOMATIC|Water Breathing																																			
SUBCLASSLEVEL:4				ABILITY:Special Ability|AUTOMATIC|Breath Weapon ~ Line of Acid|Dragon Shaman Breath Weapon Line			BONUS:VAR|DragonShamanBreathWeaponLineLVL|CL																																
SUBCLASSLEVEL:9				ABILITY:Special Ability|AUTOMATIC|Immunity to Acid																																			
SUBCLASS:Blue Dragon Shaman	COST:1	PREALIGN:NE,LE,LN																																					
SUBCLASSLEVEL:1		CSKILL:Bluff|Hide|Spellcraft																																					
SUBCLASSLEVEL:2		BONUS:ABILITYPOOL|Dragon Shaman Feat|1+(CL/8)																																					
SUBCLASSLEVEL:3										SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=CL|Ventriloquism																													
SUBCLASSLEVEL:4				ABILITY:Special Ability|AUTOMATIC|Breath Weapon ~ Line of Lightning|Dragon Shaman Breath Weapon Line			BONUS:VAR|DragonShamanBreathWeaponLineLVL|CL																																
SUBCLASSLEVEL:9				ABILITY:Special Ability|AUTOMATIC|Immunity to Electricity																																			
SUBCLASS:Brass Dragon Shaman	COST:1	PREALIGN:NG,CG,CN																																					
SUBCLASSLEVEL:1		CSKILL:Bluff|Gather Information|Survival																																					
SUBCLASSLEVEL:2		BONUS:ABILITYPOOL|Dragon Shaman Feat|1+(CL/8)																																					
SUBCLASSLEVEL:3										SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=CL|Endure Elements																													
SUBCLASSLEVEL:4				ABILITY:Special Ability|AUTOMATIC|Breath Weapon ~ Line of Fire|Dragon Shaman Breath Weapon Line			BONUS:VAR|DragonShamanBreathWeaponLineLVL|CL																																
SUBCLASSLEVEL:9				ABILITY:Special Ability|AUTOMATIC|Immunity to Fire																																			
SUBCLASS:Bronze Dragon Shaman	COST:1	PREALIGN:NG,LG,LN																																					
SUBCLASSLEVEL:1		CSKILL:Disguise|Survival|Swim																																					
SUBCLASSLEVEL:2		BONUS:ABILITYPOOL|Dragon Shaman Feat|1+(CL/8)																																					
SUBCLASSLEVEL:3				ABILITY:Special Ability|AUTOMATIC|Water Breathing																																			
SUBCLASSLEVEL:4				ABILITY:Special Ability|AUTOMATIC|Breath Weapon ~ Line of Lightning|Dragon Shaman Breath Weapon Line			BONUS:VAR|DragonShamanBreathWeaponLineLVL|CL																																
SUBCLASSLEVEL:9				ABILITY:Special Ability|AUTOMATIC|Immunity to Electricity																																			
SUBCLASS:Copper Dragon Shaman	COST:1	PREALIGN:NG,CG,CN																																					
SUBCLASSLEVEL:1		CSKILL:Bluff|Hide|Jump																																					
SUBCLASSLEVEL:2		BONUS:ABILITYPOOL|Dragon Shaman Feat|1+(CL/8)																																					
SUBCLASSLEVEL:3										SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=CL|Spider Climb																													
SUBCLASSLEVEL:4				ABILITY:Special Ability|AUTOMATIC|Breath Weapon ~ Line of Acid|Dragon Shaman Breath Weapon Line			BONUS:VAR|DragonShamanBreathWeaponLineLVL|CL																																
SUBCLASSLEVEL:9				ABILITY:Special Ability|AUTOMATIC|Immunity to Acid																																			
SUBCLASS:Gold Dragon Shaman	COST:1	PREALIGN:NG,LG,LN																																					
SUBCLASSLEVEL:1		CSKILL:Disguise|Heal|Swim																																					
SUBCLASSLEVEL:2		BONUS:ABILITYPOOL|Dragon Shaman Feat|1+(CL/8)																																					
SUBCLASSLEVEL:3				ABILITY:Special Ability|AUTOMATIC|Water Breathing																																			
SUBCLASSLEVEL:4				ABILITY:Special Ability|AUTOMATIC|Breath Weapon ~ Cone of Fire|Dragon Shaman Breath Weapon Cone			BONUS:VAR|DragonShamanBreathWeaponConeLVL|CL																																
SUBCLASSLEVEL:9				ABILITY:Special Ability|AUTOMATIC|Immunity to Fire																																			
SUBCLASS:Green Dragon Shaman	COST:1	PREALIGN:NE,LE,LN																																					
SUBCLASSLEVEL:1		CSKILL:Bluff|Hide|Move Silently																																					
SUBCLASSLEVEL:2		BONUS:ABILITYPOOL|Dragon Shaman Feat|1+(CL/8)																																					
SUBCLASSLEVEL:3				ABILITY:Special Ability|AUTOMATIC|Water Breathing																																			
SUBCLASSLEVEL:4				ABILITY:Special Ability|AUTOMATIC|Breath Weapon ~ Cone of Acid|Dragon Shaman Breath Weapon Cone			BONUS:VAR|DragonShamanBreathWeaponConeLVL|CL																																
SUBCLASSLEVEL:9				ABILITY:Special Ability|AUTOMATIC|Immunity to Acid																																			
SUBCLASS:Red Dragon Shaman	COST:1	PREALIGN:NE,CE,CN																																					
SUBCLASSLEVEL:1		CSKILL:Appraise|Bluff|Jump																																					
SUBCLASSLEVEL:2		BONUS:ABILITYPOOL|Dragon Shaman Feat|1+(CL/8)																																					
SUBCLASSLEVEL:3				ABILITY:Special Ability|AUTOMATIC|Treasure Seeker																																			
SUBCLASSLEVEL:4				ABILITY:Special Ability|AUTOMATIC|Breath Weapon ~ Cone of Fire|Dragon Shaman Breath Weapon Cone			BONUS:VAR|DragonShamanBreathWeaponConeLVL|CL																																
SUBCLASSLEVEL:9				ABILITY:Special Ability|AUTOMATIC|Immunity to Fire																																			
SUBCLASS:Silver Dragon Shaman	COST:1	PREALIGN:NG,LG,LN																																					
SUBCLASSLEVEL:1		CSKILL:Bluff|Disguise|Jump																																					
SUBCLASSLEVEL:2		BONUS:ABILITYPOOL|Dragon Shaman Feat|1+(CL/8)																																					
SUBCLASSLEVEL:3										SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=CL|Feather Fall																													
SUBCLASSLEVEL:4				ABILITY:Special Ability|AUTOMATIC|Breath Weapon ~ Cone of Cold|Dragon Shaman Breath Weapon Cone			BONUS:VAR|DragonShamanBreathWeaponConeLVL|CL																																
SUBCLASSLEVEL:9				ABILITY:Special Ability|AUTOMATIC|Immunity to Cold																																			
SUBCLASS:White Dragon Shaman	COST:1	PREALIGN:NE,CE,CN																																					
SUBCLASSLEVEL:1		CSKILL:Hide|Move Silently|Swim																																					
SUBCLASSLEVEL:2		BONUS:ABILITYPOOL|Dragon Shaman Feat|1+(CL/8)																																					
SUBCLASSLEVEL:3				ABILITY:Special Ability|AUTOMATIC|Icewalking																																			
SUBCLASSLEVEL:4				ABILITY:Special Ability|AUTOMATIC|Breath Weapon ~ Cone of Cold|Dragon Shaman Breath Weapon Cone			BONUS:VAR|DragonShamanBreathWeaponConeLVL|CL																																
SUBCLASSLEVEL:9				ABILITY:Special Ability|AUTOMATIC|Immunity to Cold																																			
1		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ Dragon Shaman|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonShamanProficiencies
#																																							
1				ABILITY:Special Ability|AUTOMATIC|Draconic Aura|Totem Dragon			BONUS:VAR|DraconicAuraBonus|1+(CL/5)	BONUS:ABILITYPOOL|Draconic Aura|min(1+((CL+3)/2),7)																															
2																																							
3																																							
4				ABILITY:Special Ability|AUTOMATIC|Immunity To Paralysis|Immunity To Sleep																																			
5																																							
6				ABILITY:Special Ability|AUTOMATIC|Touch Of Vitality			BONUS:VAR|TouchOfVitalityHP|2*CL*CHA																																
7				ABILITY:Special Ability|AUTOMATIC|Dragon Shaman Natural Armor			BONUS:VAR|DragonShamanNaturalArmorLVL|CL																																
8																																							
9																																							
10																																							
11																																							
12																																							
13																																							
14				ABILITY:Special Ability|AUTOMATIC|Commune with Dragon Spirit (Sp)																																			
19				ABILITY:Special Ability|AUTOMATIC|Draconic Wings																																			
#																																							
CLASS:Ex Dragon Shaman	HD:10	TYPE:Base.PC	ABB:xDsh	MAXLEVEL:20	SOURCEPAGE:PHB2	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL*3/4|TYPE=Base.REPLACE	VISIBLE:NO																													
CLASS:Ex Dragon Shaman	STARTSKILLPTS:2	CSKILL:Climb|TYPE.Craft|Intimidate|Knowledge (Nature)|Search	LANGBONUS:Draconic																																				
1		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ Dragon Shaman|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonShamanProficiencies
#																																							
CLASS:Duskblade	HD:10	TYPE:Base.PC	ABB:Dsk	MAXLEVEL:20	SOURCEPAGE:PHB2	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL*3/4|TYPE=Base.REPLACE																														
CLASS:Duskblade	STARTSKILLPTS:2	CSKILL:Climb|TYPE.Craft|Intimidate|Knowledge (Nature)|Search																																					
CLASS:Duskblade	SPELLSTAT:INT	SPELLTYPE:Arcane	MEMORIZE:NO		BONUS:CASTERLEVEL|Duskblade|CL																																		
1		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ Duskblade|!PREABILITY:1,CATEGORY=ACF,TYPE.DuskbladeProficiencies
#																																							
1	CAST:3,2	KNOWN:2,2		ABILITY:Special Ability|AUTOMATIC|Arcane Attunement|Armored Mage|Duskblade Armored Mage			BONUS:VAR|DuskbladeArmoredMageLVL|CL	BONUS:ABILITYPOOL|Advanced Learning|CL																															
2	CAST:4,3		VFEAT:Combat Casting																																				
3	CAST:5,4			ABILITY:Special Ability|AUTOMATIC|Arcane Channeling																																			
4	CAST:6,5																																						
5	CAST:6,5,2			ABILITY:Special Ability|AUTOMATIC|Quick Cast|Duskblade Quick Cast			BONUS:VAR|DuskbladeQuickCastLVL|CL																																
6	CAST:6,6,3			ABILITY:Special Ability|AUTOMATIC|Spell Power			BONUS:VAR|SpellPower|min(2,1+((CL-1)/5))
7	CAST:6,6,5																																						
8	CAST:6,7,6																																						
9	CAST:6,7,6,2																																						
10	CAST:6,8,7,3																																						
11	CAST:6,8,7,5																																						
12	CAST:6,8,8,6																																						
13	CAST:6,9,8,6,2																																						
14	CAST:6,9,8,7,3																																						
15	CAST:6,9,8,7,5																																						
16	CAST:6,9,9,8,6						
17	CAST:6,10,9,8,6,2																																						
18	CAST:6,10,9,8,7,3						BONUS:VAR|SpellPower|1
19	CAST:6,10,10,9,7,5																																						
20	CAST:6,10,10,10,8,6																																						
#																																							
CLASS:Knight	HD:12	TYPE:Base.PC	ABB:Kgt	MAXLEVEL:20	SOURCEPAGE:PHB2	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE	EXCLASS:Ex Knight																													
CLASS:Knight	PREALIGN:LG,LN,LE																																						
CLASS:Knight	STARTSKILLPTS:2	CSKILL:Climb|Handle Animal|Intimidate|Jump|Knowledge (Nobility and Royalty)|Ride|Swim																																					
1		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ Knight|!PREABILITY:1,CATEGORY=ACF,TYPE.KnightProficiencies
#																																							
1				ABILITY:Special Ability|AUTOMATIC|Code of Conduct ~ Knight's Code|Knight's Challenge|Knight Knight Challenge			BONUS:VAR|KnightKnightChallengeLVL|CL	BONUS:ABILITYPOOL|Knight's Challenge|1+(CL/4)																															
2			VFEAT:Mounted Combat	ABILITY:Special Ability|AUTOMATIC|Shield Block|Knight Shield Block			BONUS:VAR|KnightShieldBlockLVL|CL																																
3				ABILITY:Special Ability|AUTOMATIC|Bulwark of Defence																																			
4				ABILITY:Special Ability|AUTOMATIC|Armor Mastery|Knight Armor Mastery																																			
5				ABILITY:Special Ability|AUTOMATIC|Vigilant Defender			BONUS:ABILITYPOOL|Knight Feat|min(3,(CL/5))																																
6				ABILITY:Special Ability|AUTOMATIC|Shield Ally																																			
7																																							
8																																							
9																																							
10																																							
11																																							
12																																							
13																																							
14				ABILITY:Special Ability|AUTOMATIC|Improved Shield Ally																																			
15																																							
16																																							
17				ABILITY:Special Ability|AUTOMATIC|Impetuous Endurance																																			
18																																							
19																																							
20																																							
#																																							
CLASS:Ex Knight	HD:12	TYPE:Base.PC	ABB:xKgt	MAXLEVEL:20	SOURCEPAGE:PHB2	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE	VISIBLE:NO																													
CLASS:Ex Knight	STARTSKILLPTS:2	CSKILL:Climb|Handle Animal|Intimidate|Jump|Knowledge (Nobility and Royalty)|Ride|Swim																																					
1		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ Knight|!PREABILITY:1,CATEGORY=ACF,TYPE.KnightProficiencies
#																																							
1																																							
2			VFEAT:Mounted Combat	ABILITY:Special Ability|AUTOMATIC|Shield Block|Knight Shield Block			BONUS:VAR|KnightShieldBlockLVL|CL																																
3				ABILITY:Special Ability|AUTOMATIC|Bulwark of Defence																																			
4				ABILITY:Special Ability|AUTOMATIC|Armor Mastery|Knight Armor Mastery																																			
5				ABILITY:Special Ability|AUTOMATIC|Vigilant Defender			BONUS:ABILITYPOOL|Knight Feat|min(3,(CL/5))																																
6				ABILITY:Special Ability|AUTOMATIC|Shield Ally																																			
7																																							
8																																							
9																																							
10																																							
11																																							
12																																							
13																																							
14				ABILITY:Special Ability|AUTOMATIC|Improved Shield Ally																																			
15																																							
16																																							
17				ABILITY:Special Ability|AUTOMATIC|Impetuous Endurance																																			
18																																							
19																																							
20																																							
#																																							
# Class substitution level																																							
#																																							
CLASS:Barbarian.MOD																																							
SUBSTITUTIONCLASS:Berserker Strength																																							
###Block:Proficiencies																																							
SUBSTITUTIONLEVEL:1		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ Barbarian|!PREABILITY:1,CATEGORY=ACF,TYPE.BarbarianProficiencies
###Block: Rage variables																																							
SUBSTITUTIONLEVEL:1			ABILITY:Special Ability|AUTOMATIC|Berserker Strength|Barbarian Berserk Strength				BONUS:VAR|BarbRagePowerLVL|CL																																
###Block: Illiteracy																																							
SUBSTITUTIONLEVEL:1				ABILITY:Special Ability|VIRTUAL|Illiteracy|PREVAREQ:TL,IlliteracyLVL			BONUS:VAR|IllteracyLVL|CL	DEFINE:IllteracyLVL|0																															
###Block: Level Progression																																							
SUBSTITUTIONLEVEL:1			ABILITY:Special Ability|AUTOMATIC|Barbarian Fast Movement																																				
#																																							
CLASS:Bard.MOD																																							
SUBSTITUTIONCLASS:Bardic Knack																																							
###Block:Proficiencies																																							
SUBSTITUTIONLEVEL:1		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ Bard|!PREABILITY:1,CATEGORY=ACF,TYPE.BardProficiencies
###Block: Bardic abilities level definitions.																																							
SUBSTITUTIONLEVEL:1	BONUS:VAR|BardicKnackLvl|CL/2	BONUS:VAR|BardicKnack|BardicKnackLvl		ABILITY:Special Ability|AUTOMATIC|Bardic Knack																																			
SUBSTITUTIONLEVEL:1	BONUS:VAR|BardicMusicLvl|CL	BONUS:VAR|BardicMusicTimes|CL	BONUS:VAR|InspireDurationBase|5	ABILITY:Special Ability|AUTOMATIC|Bardic Music																																			
###Block: Bardic Music Abilities by level																																							
SUBSTITUTIONLEVEL:1	ABILITY:Special Ability|VIRTUAL|Bardic Countersong|Bardic Fascinate|Bardic Inspire Courage|PREVARGTEQ:BardicMusicLvl,1|PRESKILL:1,TYPE.Perform=3																																						
SUBSTITUTIONLEVEL:1	ABILITY:Special Ability|VIRTUAL|Bardic Inspire Competence|PREVARGTEQ:BardicMusicLvl,3|PRESKILL:1,TYPE.Perform=6																																						
SUBSTITUTIONLEVEL:1	ABILITY:Special Ability|VIRTUAL|Bardic Suggestion|PREVARGTEQ:BardicMusicLvl,6|PRESKILL:1,TYPE.Perform=9																																						
SUBSTITUTIONLEVEL:1	ABILITY:Special Ability|VIRTUAL|Bardic Inspire Greatness|PREVARGTEQ:BardicMusicLvl,9|PRESKILL:1,TYPE.Perform=12																																						
SUBSTITUTIONLEVEL:1	ABILITY:Special Ability|VIRTUAL|Bardic Song of Freedom|PREVARGTEQ:BardicMusicLvl,12|PRESKILL:1,TYPE.Perform=15																																						
SUBSTITUTIONLEVEL:1	ABILITY:Special Ability|VIRTUAL|Bardic Inspire Heroics|PREVARGTEQ:BardicMusicLvl,15|PRESKILL:1,TYPE.Perform=18																																						
SUBSTITUTIONLEVEL:1	ABILITY:Special Ability|VIRTUAL|Bardic Mass Suggestion|PREVARGTEQ:BardicMusicLvl,18|PRESKILL:1,TYPE.Perform=21																																						
#																																							
CLASS:Cleric.MOD																																							
SUBSTITUTIONCLASS:Domain Casting																																							
SUBSTITUTIONLEVEL:1		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ Cleric|!PREABILITY:1,CATEGORY=ACF,TYPE.ClericProficiencies
###Block: Turn Undead stuff																																							
SUBSTITUTIONLEVEL:1				ABILITY:Special Ability|AUTOMATIC|Basic Turning|Cleric Turning			BONUS:ABILITYPOOL|Turn Undead|1|TYPE=ClassAbility	BONUS:VAR|TurnLevelBase,TurnDamagePlusBase|CL|TYPE=Level.REPLACE																															
###Block: Spontaneous casting																																							
SUBSTITUTIONLEVEL:1	ABILITY:Special Ability|VIRTUAL|Spontaneous casting - Domain spells																																						
###Block: Spell Alignment Restrictions																																							
###TODO: SUBSTITUTIONLEVEL:1	PROHIBITSPELL:ALIGNMENT.Good|PREALIGN:LE,NE,CE	PROHIBITSPELL:ALIGNMENT.Good|PREDEITYALIGN:LE,NE,CE																																					
###TODO: SUBSTITUTIONLEVEL:1	PROHIBITSPELL:ALIGNMENT.Evil|PREALIGN:LG,NG,CG	PROHIBITSPELL:ALIGNMENT.Evil|PREDEITYALIGN:LG,NG,CG																																					
###TODO: SUBSTITUTIONLEVEL:1	PROHIBITSPELL:ALIGNMENT.Lawful|PREALIGN:CG,CN,CE	PROHIBITSPELL:ALIGNMENT.Lawful|PREDEITYALIGN:CG,CN,CE																																					
###TODO: SUBSTITUTIONLEVEL:1	PROHIBITSPELL:ALIGNMENT.Chaotic|PREALIGN:LG,LN,LE	PROHIBITSPELL:ALIGNMENT.Chaotic|PREDEITYALIGN:LG,LN,LE																																					
###Block: Aura strength																																							
SUBSTITUTIONLEVEL:1				ABILITY:Special Ability|VIRTUAL|Aura of Chaos|PREDEITYALIGN:CG,CN,CE			BONUS:VAR|AlignmentAuraBase|CL			DEFINE:AlignmentAuraBase|0																													
SUBSTITUTIONLEVEL:1				ABILITY:Special Ability|VIRTUAL|Aura of Evil|PREDEITYALIGN:LE,NE,CE																																			
SUBSTITUTIONLEVEL:1				ABILITY:Special Ability|VIRTUAL|Aura of Good|PREDEITYALIGN:LG,NG,CG																																			
SUBSTITUTIONLEVEL:1				ABILITY:Special Ability|VIRTUAL|Aura of Law|PREDEITYALIGN:LG,LN,LE																																			
###Block: Righteous Might Workaround																																							
SUBSTITUTIONLEVEL:1	TEMPLATE:RighteousMightDR																																						
###Block: Level progression																																							
SUBSTITUTIONLEVEL:1	CAST:3,1																																						
#																																							
CLASS:Druid.MOD
SUBSTITUTIONCLASS:Spontaneous Rejuvenation
SUBSTITUTIONLEVEL:1		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ Druid|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidProficiencies
###Block: Wildshape Abilities Block																																							
SUBSTITUTIONLEVEL:1				ABILITY:Special Ability|AUTOMATIC|Wild Shape|Druid Wild Shape|Druid Wild Shape Times|Druid Elemental Wild Shape Times|Druid Wild Shape Progression			BONUS:VAR|DruidWildShape|CL
###Block: Spell Alignment Restrictions																																							
###TODO: SUBSTITUTIONLEVEL:1	PROHIBITSPELL:ALIGNMENT.Good|PREALIGN:LE,NE,CE	PROHIBITSPELL:ALIGNMENT.Good|PREDEITYALIGN:LE,NE,CE																																					
###TODO: SUBSTITUTIONLEVEL:1	PROHIBITSPELL:ALIGNMENT.Evil|PREALIGN:LG,NG,CG	PROHIBITSPELL:ALIGNMENT.Evil|PREDEITYALIGN:LG,NG,CG																																					
###TODO: SUBSTITUTIONLEVEL:1	PROHIBITSPELL:ALIGNMENT.Lawful|PREALIGN:CG,CN,CE	PROHIBITSPELL:ALIGNMENT.Lawful|PREDEITYALIGN:CG,CN,CE																																					
###TODO: SUBSTITUTIONLEVEL:1	PROHIBITSPELL:ALIGNMENT.Chaotic|PREALIGN:LG,LN,LE	PROHIBITSPELL:ALIGNMENT.Chaotic|PREDEITYALIGN:LG,LN,LE																																					
###Block: Normal Progression																																							
SUBSTITUTIONLEVEL:1	CAST:3,1			ABILITY:Special Ability|AUTOMATIC|Nature Sense|Animal Companion|Wild Empathy|Spontaneous casting - Rejuvenating				BONUS:VAR|WildEmpathy|CL	BONUS:VAR|AnimalCompanionLVL|CL
#																																							
SUBSTITUTIONCLASS:Shapeshift																																							
###Block:Proficiencies																																							
SUBSTITUTIONLEVEL:1		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ Druid|!PREABILITY:1,CATEGORY=ACF,TYPE.DruidProficiencies
###Block: Shapechanger Abilities Block																																							
SUBSTITUTIONLEVEL:1	BONUS:VAR|DruidShapechangerLVL|CL	ABILITY:SPECIAL Ability|AUTOMATIC|Shapechanger Druid Form					BONUS:ABILITYPOOL|Druid Shapeform|1																																
###Block: Spell Alignment Restrictions																																							
###TODO: SUBSTITUTIONLEVEL:1	PROHIBITSPELL:ALIGNMENT.Good|PREALIGN:LE,NE,CE	PROHIBITSPELL:ALIGNMENT.Good|PREDEITYALIGN:LE,NE,CE																																					
###TODO: SUBSTITUTIONLEVEL:1	PROHIBITSPELL:ALIGNMENT.Evil|PREALIGN:LG,NG,CG	PROHIBITSPELL:ALIGNMENT.Evil|PREDEITYALIGN:LG,NG,CG																																					
###TODO: SUBSTITUTIONLEVEL:1	PROHIBITSPELL:ALIGNMENT.Lawful|PREALIGN:CG,CN,CE	PROHIBITSPELL:ALIGNMENT.Lawful|PREDEITYALIGN:CG,CN,CE																																					
