SOURCELONG:Planar Handbook	SOURCESHORT:PH	SOURCEWEB:http://www.gozzilioni.net									
# Class Name	Hit Dice (HD)	Type (TYPE:)	Abbreviation (ABB)	Max Level (MAXLEVEL)	Source Page (SOURCEPAGE)	Save checks bonus (Fortitude) (BONUS:CHECKS)	Save checks bonus (Reflex)	Save checks bonus (Willpower)	Combat bonus	EXCLASS	FINE
10				ABILITY:Special Ability|AUTOMATIC|Divine Disavowal							
#											
CLASS:Ex Defiant	HD:8	TYPE:PC.Prestige	ABB:Defi	MAXLEVEL:10	SOURCEPAGE:PH	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL*3/4|TYPE=Base.REPLACE	VISIBLE:NO	
CLASS:Ex Defiant	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|Gather Information|Intimidate|Knowledge (The Planes)|Knowledge (Religion)|Listen|TYPE.Profession|Spellcraft									
#											
CLASS:Doomlord	HD:12	TYPE:PC.Prestige	ABB:Doom	MAXLEVEL:10	SOURCEPAGE:PH	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE		
CLASS:Doomlord	PREATT:7	PREFEAT:1,Improved Sunder	PREFEAT:1,Weapon Focus	PRETEXT:must sunder a weapon, scatter 500 gp into a crowd and destroy a building.theese acts must be witnessed by a member of the Doomguard.							
CLASS:Doomlord	STARTSKILLPTS:2	CSKILL:Climb|Concentration|Disable Device|Jump|Knowledge (Architecture and Engineering)|Listen|Spellcraft|Spot|Survival|Swim									
1		ABILITY:Special Ability|AUTOMATIC|All Automatic Proficiencies|All Martial Weapon Proficiencies	AUTO:FEAT|Simple Weapon Proficiency|Martial Weapon Proficiency								
#											
1				ABILITY:Special Ability|AUTOMATIC|Entropic Blow|Doomlord Entropic Blow|Healing Resistance			BONUS:VAR|DoomlordEntropicBlowLVL|CL				
2	ADD:SPELLCASTER|ANY			ABILITY:Special Ability|AUTOMATIC|Destructive Expertise|Doomlord Destructive Expertise			BONUS:ABILITYPOOL|Doomlord Feat|(CL+2)/4	BONUS:VAR|DoomlordDestructiveExpertiseLVL|CL			
3				ABILITY:Special Ability|AUTOMATIC|Negative Adaptation							
4	ADD:SPELLCASTER|ANY						BONUS:ABILITYPOOL|Doomlord Body or Soul|CL/4				
5											
6	ADD:SPELLCASTER|ANY										
7				ABILITY:Special Ability|AUTOMATIC|Dispel Magic (Sp)			BONUS:VAR|DispelMagicPerDay|3	BONUS:VAR|DispelMagicLVL|CL			
8	ADD:SPELLCASTER|ANY										
9				ABILITY:Special Ability|AUTOMATIC|Disintegrate (Sp)			BONUS:VAR|DisintegratePerDay|1	BONUS:VAR|DisintegrateLVL|CL			
10	ADD:SPELLCASTER|ANY										
#											
CLASS:Fatemaker	HD:6	TYPE:PC.Prestige	ABB:Fate	MAXLEVEL:10	SOURCEPAGE:PH	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/2+2	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL*3/4|TYPE=Base.REPLACE		
CLASS:Fatemaker	PREATT:4	PRESKILL:1,Bluff=8,Diplomacy=8,Intimidate=8	PRESKILL:3,Bluff=5,Diplomacy=5,Intimidate=5	PREFEAT:1,Skill Focus(Bluff),Skill Focus(Diplomacy),Skill Focus(Intimidate)	PREALIGN:NG,TN,NE,CG,CN,CE						
CLASS:Fatemaker	STARTSKILLPTS:6	CSKILL:Appraise|Balance|Bluff|Climb|Concentration|TYPE.Craft|Decipher Script|Diplomacy|Disguise|Escape Artist|Forgery|Gather Information|Hide|Jump|TYPE.Knowledge|Listen|Move Silently|TYPE.Perform|TYPE.Profession|Search|Sense Motive|Sleight of Hand|Speak Language|Spellcraft|Spot|Swim|Tumble|Use Magic Device									
CLASS:Fatemaker	SPELLSTAT:CHA	SPELLTYPE:Arcane	MEMORIZE:NO		BONUS:CASTERLEVEL|Fatemaker|CL						
1		ABILITY:Special Ability|AUTOMATIC|All Automatic Proficiencies|Fatemaker Weapon Proficiencies	AUTO:FEAT|Simple Weapon Proficiency								
1		AUTO:FEAT|Armor Proficiency (Light)									
1		AUTO:FEAT|Shield Proficiency									
#											
1	CAST:0,0	KNOWN:0,2		ABILITY:Special Ability|AUTOMATIC|Armored Casting (Fatemaker)|Take Charge Appeal|Fatemaker Take Charge Appeal			BONUS:VAR|FatemakerTakeChargeAppealLVL|CL				
2	CAST:0,1	KNOWN:0,3		ABILITY:Special Ability|AUTOMATIC|Confidence of the Fated|Fatemaker Confidence of the Fated			BONUS:VAR|FatemakerConfidenceOfTheFatedLVL|CL				
3	CAST:0,2,0	KNOWN:0,3,2		ABILITY:Special Ability|AUTOMATIC|Sneak Attack|Fatemaker Sneak Attack			BONUS:VAR|FatemakerSneakAttackLVL|CL				
4	CAST:0,3,1	KNOWN:0,4,3		ABILITY:Special Ability|AUTOMATIC|Aura of Confidence|Fatemaker Aura of Confidence			BONUS:VAR|FatemakerAuraOfConfidenceLVL|CL				
5	CAST:0,3,2,0	KNOWN:0,4,3,2									
6	CAST:0,3,3,1	KNOWN:0,4,4,3									
7	CAST:0,3,3,2,0	KNOWN:0,4,4,3,2									
8	CAST:0,3,3,3,1	KNOWN:0,4,4,4,3									
9	CAST:0,3,3,3,2	KNOWN:0,4,4,4,3									
10	CAST:0,3,3,3,3	KNOWN:0,4,4,4,4		ABILITY:Special Ability|AUTOMATIC|Ego Manifestation|Fatemaker Ego Manifestation							
#											
CLASS:Visionary Seeker	HD:6	TYPE:PC.Prestige	ABB:Visi	MAXLEVEL:10	SOURCEPAGE:PH	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/2+2	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL*3/4|TYPE=Base.REPLACE		
CLASS:Visionary Seeker	PREMULT:1,[PRESKILL:1,TYPE.Knowledge=8],[PRESKILL:1,Survival=8]	PRETEXT:must be inducted by a member of the Mind's Eye.									
CLASS:Visionary Seeker	STARTSKILLPTS:4	CSKILL:Concentration|TYPE.Craft|TYPE.Knowledge|TYPE.Profession|Sense Motive|Spellcraft|Spot|Survival									
1	ADD:SPELLCASTER|ANY			ABILITY:Special Ability|AUTOMATIC|Divination Expertise|Visionary Seeker Divination Expertise	ABILITY:Special Ability|AUTOMATIC|Divination Expertise|Visionary Seeker Divination Expertise		BONUS:VAR|VisionarySeekerDivinationExpertiseLVL|CL				
2				ABILITY:Special Ability|AUTOMATIC|Spell Mimic			BONUS:VAR|SpellMimicPerDay|(CL+2)/4				
3	ADD:SPELLCASTER|ANY			ABILITY:Special Ability|AUTOMATIC|Intuition (Ex)|Visionary Seeker Intuition			BONUS:VAR|VisionarySeekerIntuitionLVL|CL				
4				ABILITY:Special Ability|AUTOMATIC|Bend Fate|Visionary Seeker Bend Fate							
5	ADD:SPELLCASTER|ANY										
6											
7	ADD:SPELLCASTER|ANY										
8				ABILITY:Special Ability|AUTOMATIC|Trick Fate|Visionary Seeker Trick Fate							
9	ADD:SPELLCASTER|ANY										
10				ABILITY:Special Ability|AUTOMATIC|Moment of Prescience (Sp)			BONUS:VAR|MomentOfPresciencePerDay|1	BONUS:VAR|MomentOfPrescienceLVL|TL			
#											
CLASS:Ardent Dilettante	HD:6	TYPE:PC.Prestige	ABB:Arde	MAXLEVEL:10	SOURCEPAGE:PH	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/2+2	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL/2|TYPE=Base.REPLACE		
CLASS:Ardent Dilettante	PRESKILL:6,TYPE.Strength=1,TYPE.Dexterity=1,TYPE.Constitution=1,TYPE.Intelligence=1,TYPE.Wisdom=1,TYPE.Charisma=1	PRESKILL:1,TYPE.Strength=8,TYPE.Dexterity=8,TYPE.Constitution=8,TYPE.Intelligence=8,TYPE.Wisdom=8,TYPE.Charisma=8	PRETEXT:must recount five experience, one for each of different senses at festhall or sensorium run by the society of Sensation								
CLASS:Ardent Dilettante	STARTSKILLPTS:6	CSKILL:TYPE.Strength|TYPE.Dexterity|TYPE.Constitution|TYPE.Intelligence|TYPE.Wisdom|TYPE.Charisma|Speak Language									
1				ABILITY:Special Ability|AUTOMATIC|Heightened Senses|Ardent Dilettante Lore			BONUS:VAR|HeightenedSensesBonus|1+(CL/2)	BONUS:VAR|ArdentDilettanteLore|CL			
2	ADD:SPELLCASTER|ANY			ABILITY:Special Ability|AUTOMATIC|Enthrall (Sp)			BONUS:VAR|EnthrallPerDay|CL/2	BONUS:VAR|EnthrallLVL|TL			
3	ADD:SPELLCASTER|ANY			ABILITY:Special Ability|AUTOMATIC|Joie de Vivre (Sp)			BONUS:VAR|GoodHopePerDay|CL/3	DEFINE:GoodHopeLVL|TL			
4	PRESKILL:7,TYPE.Strength=1,TYPE.Dexterity=1,TYPE.Constitution=1,TYPE.Intelligence=1,TYPE.Wisdom=1,TYPE.Charisma=1	PRESKILL:2,TYPE.Strength=5,TYPE.Dexterity=5,TYPE.Constitution=5,TYPE.Intelligence=5,TYPE.Wisdom=5,TYPE.Charisma=5	PRESKILL:1,TYPE.Strength=8,TYPE.Dexterity=8,TYPE.Constitution=8,TYPE.Intelligence=8,TYPE.Wisdom=8,TYPE.Charisma=8	PREFEAT:2,CHECKMULT,Martial Weapon Proficiency	PRESPELLTYPE:1,Arcane=1,Divine=1						
4	ADD:SPELLCASTER|ANY			ABILITY:Special Ability|AUTOMATIC|Sense Link			BONUS:ABILITYPOOL|FEAT|(CL-1)/3				
5	PRESKILL:7,TYPE.Strength=1,TYPE.Dexterity=1,TYPE.Constitution=1,TYPE.Intelligence=1,TYPE.Wisdom=1,TYPE.Charisma=1	PRESKILL:2,TYPE.Strength=5,TYPE.Dexterity=5,TYPE.Constitution=5,TYPE.Intelligence=5,TYPE.Wisdom=5,TYPE.Charisma=5	PRESKILL:1,TYPE.Strength=8,TYPE.Dexterity=8,TYPE.Constitution=8,TYPE.Intelligence=8,TYPE.Wisdom=8,TYPE.Charisma=8	PREFEAT:2,CHECKMULT,Martial Weapon Proficiency	PRESPELLTYPE:1,Arcane=1,Divine=1						
5	ADD:SPELLCASTER|ANY			ABILITY:Special Ability|AUTOMATIC|Scent							
6	PRESKILL:7,TYPE.Strength=1,TYPE.Dexterity=1,TYPE.Constitution=1,TYPE.Intelligence=1,TYPE.Wisdom=1,TYPE.Charisma=1	PRESKILL:2,TYPE.Strength=5,TYPE.Dexterity=5,TYPE.Constitution=5,TYPE.Intelligence=5,TYPE.Wisdom=5,TYPE.Charisma=5	PRESKILL:1,TYPE.Strength=8,TYPE.Dexterity=8,TYPE.Constitution=8,TYPE.Intelligence=8,TYPE.Wisdom=8,TYPE.Charisma=8	PREFEAT:2,CHECKMULT,Martial Weapon Proficiency	PRESPELLTYPE:1,Arcane=1,Divine=1						
6	ADD:SPELLCASTER|ANY			ABILITY:Special Ability|AUTOMATIC|Seen It Before							
7	PRESKILL:1,TYPE.Perform=8	PRESKILL:1,TYPE.Strength=5	PRESKILL:1,TYPE.Dexterity=5	PRESKILL:5,TYPE.Strength=1,TYPE.Dexterity=1,TYPE.Constitution=1,TYPE.Intelligence=1,TYPE.Wisdom=1,TYPE.Charisma=1	PREFEAT:4,CHECKMULT,Martial Weapon Proficiency	PREFEAT:1,CHECKMULT,Exotic Weapon Proficiency	PRESPELLTYPE:2,Arcane=1,Divine=1	PRETEXT:must have visited at least three different planes.			
7	ADD:SPELLCASTER|ANY										
8	PRESKILL:1,TYPE.Perform=8	PRESKILL:1,TYPE.Strength=5	PRESKILL:1,TYPE.Dexterity=5	PRESKILL:5,TYPE.Strength=1,TYPE.Dexterity=1,TYPE.Constitution=1,TYPE.Intelligence=1,TYPE.Wisdom=1,TYPE.Charisma=1	PREFEAT:4,CHECKMULT,Martial Weapon Proficiency	PREFEAT:1,CHECKMULT,Exotic Weapon Proficiency	PRESPELLTYPE:2,Arcane=1,Divine=1	PRETEXT:must have visited at least three different planes.			
8	ADD:SPELLCASTER|ANY			ABILITY:Special Ability|AUTOMATIC|See It Again							
9	PRESKILL:1,TYPE.Perform=8	PRESKILL:1,TYPE.Strength=5	PRESKILL:1,TYPE.Dexterity=5	PRESKILL:5,TYPE.Strength=1,TYPE.Dexterity=1,TYPE.Constitution=1,TYPE.Intelligence=1,TYPE.Wisdom=1,TYPE.Charisma=1	PREFEAT:4,CHECKMULT,Martial Weapon Proficiency	PREFEAT:1,CHECKMULT,Exotic Weapon Proficiency	PRESPELLTYPE:2,Arcane=1,Divine=1	PRETEXT:must have visited at least three different planes.			
9	ADD:SPELLCASTER|ANY									VISION:Blindsense (10')	
10	PRESKILL:1,TYPE.Perform=8	PRESKILL:1,TYPE.Strength=5	PRESKILL:1,TYPE.Dexterity=5	PRESKILL:1,TYPE.Constitution=5	PRESKILL:1,TYPE.Intelligence=5,TYPE.Wisdom=5	PREFEAT:4,CHECKMULT,Martial Weapon Proficiency	PREFEAT:1,CHECKMULT,Exotic Weapon Proficiency	PRESPELLTYPE:2,Arcane=1,Divine=1	PRETEXT:Must have visited at least six different planes. Must have died and returned to life or unlife.		
10	ADD:SPELLCASTER|ANY			ABILITY:Special Ability|AUTOMATIC|Death Holds No Mysteries							
#											
CLASS:Cipher Adept	HD:8	TYPE:PC.Prestige	ABB:Ciph	MAXLEVEL:10	SOURCEPAGE:PH	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/2+2	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL*3/4|TYPE=Base.REPLACE		
CLASS:Cipher Adept	PREALIGN:TN	PRESKILL:2,Balance=5,Survival=5	PRESKILL:1,Listen=10	PREFEAT:3,Agile,Dodge,Improved Initiative							
CLASS:Cipher Adept	STARTSKILLPTS:2	CSKILL:Balance|Bluff|Concentration|Disable Device|Escape Artist|Handle Animal|Hide|Move Silently|Ride|Sense Motive|Spot|Survival|Swim|Tumble|Use Magic Device									
1			AUTO:FEAT|Improved Unarmed Strike	ABILITY:Special Ability|AUTOMATIC|Strike the Weak Spot							
2				ABILITY:Special Ability|AUTOMATIC|Evasion			BONUS:VAR|EvasionUsable,ImprovedEvasionUsable|1|TYPE=Prerequisite|PREEQUIP:1,TYPE=Medium,TYPE=Heavy				
3				ABILITY:Special Ability|AUTOMATIC|Combat Instinct|Cipher Adept Combat Instinct			BONUS:VAR|CipherAdeptCombatInstinctACLVL|CL				
4							BONUS:ABILITYPOOL|Cipher Adept Feat|CL/4				
5				ABILITY:Special Ability|AUTOMATIC|Combination Strike							
6											
7				ABILITY:Special Ability|AUTOMATIC|Improved Evasion							
8											
9											
10				ABILITY:Special Ability|AUTOMATIC|Move Without Barrier							
#											
CLASS:Chaotican	HD:10	TYPE:PC.Prestige	ABB:Chao	MAXLEVEL:5	SOURCEPAGE:PH	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/2+2	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE		
CLASS:Chaotican	PREATT:4	PRECHECKBASE:3,Fortitude=2,Reflex=2,Will=2	PREALIGN:CG,CN,CE								
CLASS:Chaotican	STARTSKILLPTS:4	CSKILL:Bluff|TYPE.Craft|Decipher Script|Diplomacy|Forgery|Gather Information|Intimidate|TYPE.Knowledge|Search|Sense Motive|Spot|Use Magic Device									
1		ABILITY:Special Ability|AUTOMATIC|All Automatic Proficiencies|All Martial Weapon Proficiencies	AUTO:FEAT|Simple Weapon Proficiency|Martial Weapon Proficiency								
1		AUTO:FEAT|Armor Proficiency (Light)|Armor Proficiency (Medium)|Armor Proficiency (Heavy)									
1		AUTO:FEAT|Shield Proficiency|Tower Shield Proficiency									
#											
1				ABILITY:Special Ability|AUTOMATIC|Chaotic Contagion|Scofflaw			BONUS:VAR|ChaoticContagionPerDay|CL	BONUS:VAR|ChaoticContagionDC|CL			
2				ABILITY:Special Ability|AUTOMATIC|Anarchic grace|Chaotican Anarchic Grace			BONUS:VAR|ChaoticianAnarchicGraceLVL|CL				
3				ABILITY:Special Ability|AUTOMATIC|Babble|Clarity of Confusion							
4											
5				ABILITY:Special Ability|AUTOMATIC|Destiny's Arbiter							
#											
CLASS:Astral Dancer	HD:10	TYPE:PC.Prestige	ABB:AsD	MAXLEVEL:10	SOURCEPAGE:PH	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/2+2	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL*3/4|TYPE=Base.REPLACE		
CLASS:Astral Dancer	PRESKILL:3,Balance=8,Jump=8,Tumble=8	PREFEAT:3,Dodge,Mobility,Spring Attack									
CLASS:Astral Dancer	STARTSKILLPTS:6	CSKILL:Balance|Bluff|Climb|Escape Artist|Hide|Jump|Knowledge (The Planes)|Listen|Move Silently|TYPE.Profession|Search|Sleight of Hand|Spot|Tumble|Use Rope									
1				ABILITY:Special Ability|AUTOMATIC|Relative Attitude							
2				ABILITY:Special Ability|AUTOMATIC|Evasion ~ no gravity							
3				ABILITY:Special Ability|AUTOMATIC|Improved Maneuverability ~ no gravity							
4				ABILITY:Special Ability|AUTOMATIC|Evasion			BONUS:VAR|EvasionUsable,ImprovedEvasionUsable|1|TYPE=Prerequisite				
5				ABILITY:Special Ability|AUTOMATIC|Astral Dodge|Astral Dancer Astral Dodge			BONUS:VAR|AstralDancerAstralDodgeLVL|CL				
6				ABILITY:Special Ability|AUTOMATIC|Improved Evasion ~ no gravity							
7				ABILITY:Special Ability|AUTOMATIC|Astral Agility							
8				ABILITY:Special Ability|AUTOMATIC|Improved Evasion							
9											
10				ABILITY:Special Ability|AUTOMATIC|Lightning Speed							
#											
CLASS:Elemental Warrior	HD:10	TYPE:PC.Prestige	ABB:ElW	MAXLEVEL:5	SOURCEPAGE:PH	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL/2|TYPE=Base.REPLACE		
CLASS:Elemental Warrior	PREATT:7	PRESKILL:1,Knowledge (The Planes)=5	PRETEXT:must have traveled in at least one of the Elemental Planes.								
CLASS:Elemental Warrior	STARTSKILLPTS:2	CSKILL:Climb|TYPE.Craft|Handle Animal|Intimidate|Jump|Knowledge (The Planes)|Ride|Swim									
SUBCLASS:Air											
SUBCLASSLEVEL:1			AUTO:LANG|Auran	ABILITY:Special Ability|AUTOMATIC|Resistance To Electricity			BONUS:VAR|ElectricityResistanceBonus|10				
SUBCLASSLEVEL:2				ABILITY:Special Ability|AUTOMATIC|Elemental Manifestation ~ Air							
SUBCLASSLEVEL:4				ABILITY:Special Ability|AUTOMATIC|Elemental Movement ~ Air							
SUBCLASS:Earth											
SUBCLASSLEVEL:1			AUTO:LANG|Terran	ABILITY:Special Ability|AUTOMATIC|Resistance To Acid			BONUS:VAR|AcidResistanceBonus|10				
SUBCLASSLEVEL:2				ABILITY:Special Ability|AUTOMATIC|Elemental Manifestation ~ Earth							
SUBCLASSLEVEL:4				ABILITY:Special Ability|AUTOMATIC|Elemental Movement ~ Earth							
SUBCLASS:Fire											
SUBCLASSLEVEL:1			AUTO:LANG|Ignan	ABILITY:Special Ability|AUTOMATIC|Resistance To Fire			BONUS:VAR|FireResistanceBonus|10				
SUBCLASSLEVEL:2				ABILITY:Special Ability|AUTOMATIC|Elemental Manifestation ~ Fire							
SUBCLASSLEVEL:4				ABILITY:Special Ability|AUTOMATIC|Elemental Movement ~ Fire							
SUBCLASS:Water											
SUBCLASSLEVEL:1			AUTO:LANG|Aquan	ABILITY:Special Ability|AUTOMATIC|Resistance To Cold			BONUS:VAR|ColdResistanceBonus|10				
SUBCLASSLEVEL:2				ABILITY:Special Ability|AUTOMATIC|Elemental Manifestation ~ Water							
SUBCLASSLEVEL:4				ABILITY:Special Ability|AUTOMATIC|Elemental Movement ~ Water							
1											
2				ABILITY:Special Ability|AUTOMATIC|Elemental Manifestation|Elemental Warrior Elemental Manifestation			BONUS:VAR|ElementalWarriorElementalManifestationLVL|CL				
3				ABILITY:Special Ability|AUTOMATIC|Elemental Weapon|Elemental Warrior Elemental Weapon			BONUS:VAR|ElementalWarriorElementalWeaponLVL|CL				
4				ABILITY:Special Ability|AUTOMATIC|Plane Shift (Sp)			BONUS:VAR|PlaneShiftPerDay|1	BONUS:VAR|PlaneShiftLVL|CL			
5				ABILITY:Special Ability|AUTOMATIC|Elemental Strike|Elemental Warrior Elemental Strike			BONUS:VAR|ElementalWarriorElementalStrikeLVL|CL				
