SOURCELONG:Magic of Faerun	SOURCESHORT:MoF	SOURCEWEB:http://www.gozzilioni.net									
# Class Name	Hit Dice (HD)	Type (TYPE:)	Abbreviation (ABB)	Max Level (MAXLEVEL)	Source Page (SOURCEPAGE)	Save checks bonus (Fortitude) (BONUS:CHECKS)	Save checks bonus (Reflex)	Save checks bonus (Willpower)	Combat bonus	EXCLASS	FINE
7		KNOWN:7,5,3,2,1		ABILITY:Special Ability|AUTOMATIC|Prototype							
8		KNOWN:8,5,4,3,2									
9		KNOWN:8,5,4,3,2		ABILITY:Special Ability|AUTOMATIC|Shadow Effect|Gnome Artificer Shadow Effect							
10		KNOWN:9,5,5,4,3									
#											
CLASS:Guild Wizard of Waterdeep	HD:4	TYPE:PC.Prestige	ABB:Guw	MAXLEVEL:10	SOURCEPAGE:MoF	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL/2|TYPE=Base.REPLACE		
CLASS:Guild Wizard of Waterdeep	PREALIGN:LG,LN,NG,TN,CG,CN	PRESKILL:1,Craft (Alchemy)=4	PRESKILL:2,Knowledge (Arcana)=8,Spellcraft=8	PREFEAT:1,Scribe Scroll	PREFEAT:1,TYPE=Metamagic	PREFEAT:1,Spell Penetration,Spell Focus	PRESPELLTYPE:1,Arcane=3	PRETEXT:Members must pay an initiation fee of 1000 Gp			
CLASS:Guild Wizard of Waterdeep	STARTSKILLPTS:4	CSKILL:Concentration|TYPE.Craft|TYPE.Knowledge|TYPE.Profession|Spellcraft									
#											
1	ADD:SPELLCASTER|ANY			ABILITY:Special Ability|AUTOMATIC|Guild Member(Watchful Order of Magists and Protectors)|Improved Spell Acquisition							
2	ADD:SPELLCASTER|ANY			ABILITY:Special Ability|AUTOMATIC|Spellpool|Guild Wizard of Waterdeep Spellpool			BONUS:VAR|SpellpoolLimit|1	BONUS:VAR|GuildWizardOfWaterdeepSpellpoolLVL|CL			
3	ADD:SPELLCASTER|ANY						BONUS:ABILITYPOOL|Guild Wizard of Waterdeep Feat|1				
4	ADD:SPELLCASTER|ANY						ADD:LANGUAGE|1|TYPE=Spoken				
5	ADD:SPELLCASTER|ANY		AUTO:FEAT|Improved Counterspell								
6	ADD:SPELLCASTER|ANY										
7	ADD:SPELLCASTER|ANY			ABILITY:Special Ability|AUTOMATIC|Focused Dispel							
8	ADD:SPELLCASTER|ANY						ADD:LANGUAGE|1|TYPE=Spoken				
9	ADD:SPELLCASTER|ANY										
10	ADD:SPELLCASTER|ANY										
#											
CLASS:Harper Mage	HD:4	TYPE:PC.Prestige	ABB:Hmm	MAXLEVEL:5	SOURCEPAGE:MoF	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL/2|TYPE=Base.REPLACE		
CLASS:Harper Mage	PREALIGN:LG,LN,NG,TN,CG,CN	PRESKILL:1,Concentration=4	PRESKILL:1,TYPE.Knowledge=8	PRESKILL:2,TYPE.Knowledge=4	PRESKILL:1,Sense Motive=2	PRESKILL:1,Spellcraft=8	PREFEAT:3,Alertness,Education,Extend Spell	PRESPELLTYPE:1,Arcane=3	PRETEXT:Sponsorship by a member of the Harpers, approval of the High Harpers.		
CLASS:Harper Mage	STARTSKILLPTS:4	CSKILL:Bluff|Concentration|TYPE.Craft|Decipher Script|Diplomacy|Disguise|Gather Information|Heal|Hide|TYPE.Knowledge|Listen|Move Silently|TYPE.Perform|TYPE.Profession|Ride|Sense Motive|Speak Language|Spellcraft|Spot									
1		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ Harper Mage
#											
1	ADD:SPELLCASTER|Arcane			ABILITY:Special Ability|AUTOMATIC|Harper Knowledge|Harper Mage Harper Knowledge			BONUS:VAR|HarperMageHarperKnowledgeLVL|CL	BONUS:ABILITYPOOL|Oghma's Insight|1			
2	ADD:SPELLCASTER|Arcane		ADD:FEAT|1|Skill Focus(Knowledge (Arcana)),Skill Focus(Spellcraft)								
3	ADD:SPELLCASTER|Arcane					BONUS:ABILITYPOOL|Extend Spell Ability|1					
4	ADD:SPELLCASTER|Arcane		AUTO:FEAT|Eschew Materials								
5	ADD:SPELLCASTER|Arcane			ABILITY:Special Ability|AUTOMATIC|Blessing ~ Mystra's Grace							
#											
###TODO PREDEITYALIGN:LG,LN,NG,TN,CG,CN
CLASS:Harper Priest	HD:8	TYPE:PC.Prestige	ABB:Hpr	MAXLEVEL:5	SOURCEPAGE:MoF	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL*3/4|TYPE=Base.REPLACE		
CLASS:Harper Priest	PREALIGN:LG,LN,NG,TN,CG,CN	PRESKILL:2,Diplomacy=4,Knowledge (Arcana)=4	PRESKILL:2,Knowledge (Religion)=8,Spellcraft=8	PREFEAT:2,Alertness,Iron Will	PRESPELLTYPE:1,Divine=3	PRETEXT:Sponsorship by a member of the Harpers, approval of the High Harpers.	
CLASS:Harper Priest	STARTSKILLPTS:4	CSKILL:Concentration|TYPE.Craft|Diplomacy|Handle Animal|Heal|TYPE.Knowledge|Listen|TYPE.Perform|Sense Motive|Spellcraft|Spot|Swim|Survival									
1		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ Harper Priest
#											
1	ADD:SPELLCASTER|Divine			ABILITY:Special Ability|AUTOMATIC|Blessing|Harper Priest Blessing	ABILITY:Special Ability|AUTOMATIC|Harper Knowledge|Harper Priest Harper Knowledge		BONUS:ABILITYPOOL|Harper Priest Blessing|CL	BONUS:VAR|HarperPriestHarperKnowledgeLVL|CL			
2	ADD:SPELLCASTER|Divine		ADD:FEAT|1|Skill Focus(Knowledge (Arcana)),Skill Focus(Spellcraft)								
3	ADD:SPELLCASTER|Divine					BONUS:ABILITYPOOL|Extend Spell Ability|1					
4	ADD:SPELLCASTER|Divine		AUTO:FEAT|Eschew Materials								
5	ADD:SPELLCASTER|Divine			ABILITY:Special Ability|AUTOMATIC|Mystra's Grace							
#											
CLASS:Mage Killer	HD:4	TYPE:PC.Prestige	ABB:Mki	MAXLEVEL:10	SOURCEPAGE:MoF	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL/2|TYPE=Base.REPLACE		
CLASS:Mage Killer	PRESKILL:1,Spellcraft=10	PREFEAT:3,Great Fortitude,Lightning Reflexes,Combat Casting	PREFEAT:1,CHECKMULT,Martial Weapon Proficiency	PRESPELLTYPE:1,Divine=4,Arcane=4	PRETEXT:Must be able to cast at least 3 spells that require Fort saves and at least three spells that require Reflex saves. A spell that inflict damage but allow no saving throw can substitute for any of these required spells.						
CLASS:Mage Killer	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|Gather Information|Intimidate|TYPE.Knowledge|Spellcraft									
1	ADD:SPELLCASTER|ANY						BONUS:ABILITYPOOL|Mage Killer Improved Saves|(CL+1)/2				
2	ADD:SPELLCASTER|ANY		AUTO:FEAT|Augment Summoning								
3	ADD:SPELLCASTER|ANY										
4	ADD:SPELLCASTER|ANY						BONUS:ABILITYPOOL|Mage Killer Spell Focus|(((CL-2)/2))				
5	ADD:SPELLCASTER|ANY										
6	ADD:SPELLCASTER|ANY										
7	ADD:SPELLCASTER|ANY										
8	ADD:SPELLCASTER|ANY										
9	ADD:SPELLCASTER|ANY										
10	ADD:SPELLCASTER|ANY										
#											
CLASS:Master Alchemist	HD:4	TYPE:PC.Prestige	ABB:Alc	MAXLEVEL:10	SOURCEPAGE:MoF	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL/2|TYPE=Base.REPLACE		
CLASS:Master Alchemist	PRESKILL:2,Craft (Alchemy)=10,Spellcraft=10	PREFEAT:3,Brew Potion,Magical Artisan(Brew Potion),Skill Focus(Craft (Alchemy))	PRESPELLTYPE:1,Divine=4,Arcane=4								
CLASS:Master Alchemist	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|Knowledge (Arcana)|TYPE.Profession|Spellcraft									
1	ADD:SPELLCASTER|ANY			ABILITY:Special Ability|AUTOMATIC|Brew|Master Alchemist Brew			BONUS:VAR|MasterAlchemistBrewLVL|CL				
2	ADD:SPELLCASTER|ANY			ABILITY:Special Ability|AUTOMATIC|Brew Potion|Master Alchemist Brew Potion			BONUS:VAR|MasterAlchemistBrewPotionLVL|CL				
3	ADD:SPELLCASTER|ANY										
4	ADD:SPELLCASTER|ANY										
5	ADD:SPELLCASTER|ANY										
6	ADD:SPELLCASTER|ANY			ABILITY:Special Ability|AUTOMATIC|Improved Identification							
7	ADD:SPELLCASTER|ANY										
8	ADD:SPELLCASTER|ANY										
9	ADD:SPELLCASTER|ANY										
10	ADD:SPELLCASTER|ANY										
#											
CLASS:Mystic Wanderer	HD:8	TYPE:PC.Prestige	ABB:Myw	MAXLEVEL:10	SOURCEPAGE:MoF	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/2+2	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL/2|TYPE=Base.REPLACE		
CLASS:Mystic Wanderer	PREALIGN:NG,TN,NE,CG,CN,CE	PRESKILL:2,Craft (Alchemy)=3,Knowledge (Nature)=3	PRESKILL:1,TYPE.Perform=3	PRESKILL:1,Profession (Herbalist)=3	PREFEAT:1,Iron Will	PRESPELLTYPE:1,Divine=2					
CLASS:Mystic Wanderer	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|Diplomacy|Heal|Knowledge (Arcana)|Knowledge (Nature)|Knowledge (Religion)|TYPE.Profession|TYPE.Perform|Spellcraft									
1	ADD:SPELLCASTER|Divine			ABILITY:Special Ability|AUTOMATIC|Glory of the Divine|Sleep (Sp)			BONUS:VAR|SleepPerDay|1	BONUS:VAR|SleepLVL|CL			
2	ADD:SPELLCASTER|Divine			ABILITY:Special Ability|AUTOMATIC|Summon Familiar|Lore of Nature			BONUS:VAR|FamiliarLVL|CL				
3	ADD:SPELLCASTER|Divine			ABILITY:Special Ability|AUTOMATIC|Gem Magic|Resistance To Charm							
4	ADD:SPELLCASTER|Divine		AUTO:FEAT|Brew Potion								
5	ADD:SPELLCASTER|Divine			ABILITY:Special Ability|AUTOMATIC|Suggestion (Sp)			BONUS:VAR|SuggestionPerDay|1	BONUS:VAR|SuggestionLVL|CL			
6	ADD:SPELLCASTER|Divine			ABILITY:Special Ability|AUTOMATIC|Great Potion|Mystic Wanderer Great Potion			BONUS:VAR|MysticWandererGreatPotionLVL|CL				
7	ADD:SPELLCASTER|Divine			ABILITY:Special Ability|AUTOMATIC|Charm Monster (Sp)			BONUS:VAR|CharmMonsterPerDay|1	BONUS:VAR|CharmMonsterLVL|CL			
8	ADD:SPELLCASTER|Divine										
9	ADD:SPELLCASTER|Divine			ABILITY:Special Ability|AUTOMATIC|Charm Monster (Mass/Sp)			BONUS:VAR|CharmMonsterMassPerDay|1	BONUS:VAR|CharmMonsterMassLVL|CL			
10	ADD:SPELLCASTER|Divine			ABILITY:Special Ability|AUTOMATIC|Timeless Body						TEMPLATE:Timeless Body ~ Mystic Wanderer	
#											
CLASS:Spelldancer	HD:6	TYPE:PC.Prestige	ABB:Spd	MAXLEVEL:5	SOURCEPAGE:MoF	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/2+2	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL/2|TYPE=Base.REPLACE		
CLASS:Spelldancer	PRESKILL:2,Concentration=4,Tumble=4	PRESKILL:1,Perform (Dance)=6	PREFEAT:4,Combat Casting,Dodge,Endurance,Mobility	PRESPELLTYPE:1,ANY=3							
CLASS:Spelldancer	STARTSKILLPTS:4	CSKILL:Concentration|TYPE.Craft|Jump|Knowledge (Arcana)|TYPE.Perform|TYPE.Profession|Spellcraft|Swim|Tumble									
1		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ Spelldancer
#											
1				ABILITY:Special Ability|AUTOMATIC|Spelldance|Spelldancer Spelldance			BONUS:VAR|SpelldancerSpelldanceLVL|CL				
2				ABILITY:Special Ability|AUTOMATIC|Enthralling Dance|Spelldancer Enthralling Dance|Evasion			BONUS:VAR|SpelldancerEnthrallingDanceLVL|CL	BONUS:VAR|EvasionUsable|1			
3				ABILITY:Special Ability|AUTOMATIC|Cooperative Dance							
4				ABILITY:Special Ability|AUTOMATIC|Sleep Dance|Spelldancer Sleep Dance			BONUS:VAR|SpelldancerSleepDanceLVL|CL				
5				ABILITY:Special Ability|AUTOMATIC|Confusing Dance|Spelldancer Confusing Dance			BONUS:VAR|SpelldancerConfusingDanceLVL|CL				
#											
CLASS:Spellfire Channeler	HD:4	TYPE:PC.Prestige	ABB:Sfc	MAXLEVEL:10	SOURCEPAGE:MoF	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL/2|TYPE=Base.REPLACE		
CLASS:Spellfire Channeler	PRESKILL:1,Concentration=8	PRESKILL:2,Knowledge (Arcana)=2,Spellcraft=2	PREFEAT:2,Endurance,Spellfire Wielder								
CLASS:Spellfire Channeler	STARTSKILLPTS:2	CSKILL:Bluff|Concentration|TYPE.Craft|Disguise|Heal|Intimidate|Knowledge (Arcana)|TYPE.Profession|Sense Motive|Spellcraft|Survival									
1		ABILITY:Special Ability|AUTOMATIC|Weapon and Armor Proficiency ~ Spellfire Channeler
#											
1				ABILITY:Special Ability|AUTOMATIC|Charged Item Drain|Increased Storage|Spellfire Channeler Increased Storage			BONUS:VAR|SpellfireChannelerIncreasedStorageLVL|CL				
2				ABILITY:Special Ability|AUTOMATIC|Improved Healing							
3			AUTO:FEAT|Weapon Focus(Spellfire)								
4				ABILITY:Special Ability|AUTOMATIC|Rapid Blast|Spellfire Channeler Rapid Blast			BONUS:VAR|SpellfireChannelerRapidBlastLVL|CL				
5				ABILITY:Special Ability|AUTOMATIC|Permanent Item Drain							
6				ABILITY:Special Ability|AUTOMATIC|Flight (Su/Spellfire)							
7				ABILITY:Special Ability|AUTOMATIC|Deflect Arrows (Spellfire)							
8											
9				ABILITY:Special Ability|AUTOMATIC|Crown of Fire							
10				ABILITY:Special Ability|AUTOMATIC|Maelstrom of Fire|Spellfire Channeler Maelstrom of Fire			BONUS:VAR|SpellfireChannelerMaelstromOfFireLVL|CL				
#											
CLASS:War Wizard of Cormyr	HD:4	TYPE:PC.Prestige	ABB:Wwc	MAXLEVEL:5	SOURCEPAGE:MoF	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL/2|TYPE=Base.REPLACE		
CLASS:War Wizard of Cormyr	PREALIGN:LG,LN,NG,TN	PRESKILL:1,Spellcraft=10	PREFEAT:2,Enlarge Spell,Widen Spell	PREFEAT:1,CHECKMULT,Martial Weapon Proficiency	PRESPELLTYPE:1,Arcane=4						
CLASS:War Wizard of Cormyr	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|TYPE.Knowledge|TYPE.Profession|Spellcraft									
1	ADD:SPELLCASTER|ANY		ADD:FEAT|Weapon Focus								
2	ADD:SPELLCASTER|ANY						BONUS:ABILITYPOOL|War Wizard of Cormyr Feat|CL/2				
3	ADD:SPELLCASTER|ANY			ABILITY:Special Ability|AUTOMATIC|Widen Spell ~ war wizard							
4	ADD:SPELLCASTER|ANY										
5	ADD:SPELLCASTER|ANY			ABILITY:Special Ability|AUTOMATIC|Enhanced Spell Area							
