SOURCELONG:Gozzilioni Book of Exalted Deeds	SOURCESHORT:ExD	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-10																													
																																
# Ability Name	Category of Ability	TYPE:	Visible	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Holy Smite	CATEGORY:Special Ability	TYPE:CryptWardenRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Crypt Warden ~ Holy Smite																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=10|Holy Smite,14+CHA									SOURCEPAGE:ExD
																																
Race Traits ~ Coure Eladrin	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=CoureEladrinRaceTrait|Flight Maneuverability	AUTO:LANG|Celestial|Common										BONUS:VAR|Maneuverability|5											AUTO:WEAPONPROF|Dagger							SOURCEPAGE:ExD
Natural Weapons	CATEGORY:Special Ability	TYPE:CoureEladrinRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Any weapons a coure wields are treated as having the chaotic and good alignments for the purpose of overcoming damage reduction.	KEY:Coure Eladrin ~ Natural Weapons																											SOURCEPAGE:ExD
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:CoureEladrinRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Coure Eladrin ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=4|Dancing Lights|Detect Evil|Detect Magic|Faerie Fire	SPELLS:Innate|TIMES=3|CASTERLEVEL=4|Magic Missile|Sleep,11+CHA								SOURCEPAGE:ExD
Alternate Form	CATEGORY:Special Ability	TYPE:CoureEladrinRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A coure can assume the form of an incorporeal ball of light at will. This transformation counts as a standard action. In this form, the coure can be harmed only by other incorporeal creatures, +1 or better magic weapons, spells, spell-like abilities, and supernatural abilities. In this form, the coure has a 50% chance to ignore any damage from a corporeal source, except for force effects or attacks made with ghost touch weapons. A coure in this form can pass through solid objects, but not force effects, at will. While incorporeal, its attacks ignore natural armor, armor, and shields, but deflection bonuses and force effects work normally against them. In this form, a coure always moves silently and cannot be heard with Listen checks if it doesn't wish to be. While incorporeal, the coure sheds light if it wishes, providing illumination with any radius it wishes up to 30 feet. Changing the amount of light it sheds is a free action that the coure can perform once per round.	KEY:Coure Eladrin ~ Alternate Form																											SOURCEPAGE:ExD
Magic Circle against Evil	CATEGORY:Special Ability	TYPE:CoureEladrinRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A magic circle against evil effect always surrounds the coure, as the magic circle against evil spell cast by an 8th-level sorcerer. (The defensive benefits of the circle are not included in the statistics above.)	KEY:Coure Eladrin ~ Magic Circle against Evil																											SOURCEPAGE:ExD
Skills	CATEGORY:Special Ability	TYPE:CoureEladrinRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Coures have a +4 racial bonus on Hide and Move Silently checks	KEY:Coure Eladrin ~ Skills									BONUS:SKILL|Hide,Move Silently|4|TYPE=Racial																		SOURCEPAGE:ExD
																																
Race Traits ~ Firre Eladrin	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=FirreEladrinRaceTrait|Flight Maneuverability	AUTO:LANG|Celestial|Common|Draconic|Infernal										BONUS:VAR|Maneuverability|5											AUTO:WEAPONPROF|Greatsword|Javelin							SOURCEPAGE:ExD
Natural Weapons	CATEGORY:Special Ability	TYPE:FirreEladrinRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A firre's natural weapons, as well as any weapons it wields, are treated as having the chaotic and good alignments for the purpose of overcoming damage reduction.	KEY:Firre Eladrin ~ Natural Weapons																											SOURCEPAGE:ExD
Gaze	CATEGORY:Special Ability	TYPE:FirreEladrinRaceTrait.SpecialAttack.Supernatural.Gaze	VISIBLE:YES	DESC:In humanoid form, the firre can gaze at a target within 60 feet and cause it to burst into flames. The gaze deals 2d6 points of fire damage and causes blindness (as the blindness/deafness spell). A successful DC %1 Fortitude save negates the blindness. The DC is Charisma-based.|GazeDC	KEY:Firre Eladrin ~ Gaze				DEFINE:GazeDC|0					BONUS:VAR|GazeDC|DefaultDCCha	BONUS:VAR|GazeDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Gaze)								ABILITY:Ability Focus|AUTOMATIC|Gaze									SOURCEPAGE:ExD
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:FirreEladrinRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Firre Eladrin ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=10|Detect Thoughts,12+CHA|Fireball,13+CHA|Invisibility (Greater)|Persistent Image,15+CHA|Polymorph|See Invisibility|Wall of Fire	SPELLS:Innate|TIMES=1|CASTERLEVEL=10|Prismatic Spray,17+CHA								SOURCEPAGE:ExD
Spells	CATEGORY:Special Ability	TYPE:FirreEladrinRaceTrait.SpecialAttack	VISIBLE:YES	DESC:A firre in humanoid form casts divine spells from the cleric list and the Chaos, Fire, Good, and Magic domains as a 12th-level cleric.	KEY:Firre Eladrin ~ Spells																											SOURCEPAGE:ExD
Alternate Form	CATEGORY:Special Ability	TYPE:FirreEladrinRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A firre can shift between its humanoid and fiery forms as a standard action. In humanoid form, it cannot fly or use its fiery slam attacks, but it can use its gaze attack and spell-like abilities, make weapon attacks, sing, and cast spells. In the form of a pillar of fire, it can fly, make slam attacks, and use spell-like abilities, but cannot sing, cast spells, or use its gaze attack. A firre remains in one form until it chooses to take the other form. A change in form cannot be dispelled, nor does a firre revert to any particular form when killed. A true seeing spell reveals both forms simultaneously.	KEY:Firre Eladrin ~ Alternate Form																											SOURCEPAGE:ExD
Magic Circle against Evil	CATEGORY:Special Ability	TYPE:FirreEladrinRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A magic circle against evil effect always surrounds firres, as the spell cast by an 8th-level sorcerer. (The defensive benefits of the circle are not included in the statistics above.)	KEY:Firre Eladrin ~ Magic Circle against Evil																											SOURCEPAGE:ExD
Song	CATEGORY:Special Ability	TYPE:FirreEladrinRaceTrait.SpecialQuality.Supernatural.Bardic Music	VISIBLE:YES	DESC:A firre has a captivating voice and can use bardic music just as a bard can, inspiring courage, fascinating, inspiring competence, or giving suggestions to those who hear it (see Bardic Music in Chapter 3 of the Player's Handbook). Unlike a bard, however, a firre can sing as often as it likes.	KEY:Firre Eladrin ~ Song				DEFINE:BardicMusicLVL|0					BONUS:VAR|BardicMusicLVL|HD	BONUS:VAR|InspireDurationBase|5								ABILITY:Bard Class Ability|AUTOMATIC|Bardic Music ~ Inspire Courage|Bardic Music ~ Fascinate|Bardic Music ~ Inspire Competence|Bardic Music ~ Suggestion									SOURCEPAGE:ExD
																																
Race Traits ~ Shiradi Eladrin	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=ShiradiEladrinRaceTrait|Flight Maneuverability	AUTO:LANG|Celestial|Common|Draconic|Infernal										BONUS:VAR|Maneuverability|4											AUTO:WEAPONPROF|Chain (Spiked)							SOURCEPAGE:ExD
Natural Weapons	CATEGORY:Special Ability	TYPE:ShiradiEladrinRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Any weapons a shiradi eladrin wields are treated as having the chaotic and good alignments for the purpose of overcomingdamage reduction.	KEY:Shiradi Eladrin ~ Natural Weapons																											SOURCEPAGE:ExD
Lightshard Strike	CATEGORY:Special Ability	TYPE:ShiradiEladrinRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A shiradi that assumes the form of a cloud of light shards can slam an opponent for 2d6 points of damage. The slam is treated as a ghost touch attack for purposes of hitting incorporeal creatures. In addition, the light shards also act as a greater dispel magic spell targeted upon the creature (caster level 12th).	KEY:Shiradi Eladrin ~ Lightshard Strike																											SOURCEPAGE:ExD
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:ShiradiEladrinRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Shiradis gain a +10 sacred bonus on caster level checks made to dispel Enchantment spells or effects when using greater dispel magic or break enchantment.&nl;The following spell-like abilities are always active on the shiradi: blessed sight*, discern lies (DC 20), and see invisibility. Caster level 14th.	KEY:Shiradi Eladrin ~ Spell-Like Abilities									BONUS:VAR|HasSeeInvisibilityVision|1|TYPE=Racial									SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=14|Aid|Bless|Bless Weapon|Detect Poison|Detect Undead|Dispel Magic (Greater)|Divine Favor|Remove Curse,13+CHA|Remove Fear,11+CHA|Remove Paralysis,12+CHA	SPELLS:Innate|TIMES=3|CASTERLEVEL=14|Break Enchantment|Holy Smite,14+CHA|Restoration,14+CHA	SPELLS:Innate|TIMES=1|CASTERLEVEL=14|Cloak of Chaos,28+CHA|Heal,16+CHA							SOURCEPAGE:ExD
Alternate Form	CATEGORY:Special Ability	TYPE:ShiradiEladrinRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A shiradi can shift between its humanoid and "cloud of light shards" forms as a standard action. In humanoid form, it cannot use its slam attack, but it can fly and use its spell-like abilities and its weapons. In cloud form, it can fly, make slam attacks, and use spell-like abilities, but it cannot use its weapons. A shiradi remains in one form until it chooses to assume a new one. A change in form cannot be dispelled, nor does the shiradi revert to any particular form when killed. A true seeing spell, however, reveals both forms simultaneously.	KEY:Shiradi Eladrin ~ Alternate Form																											SOURCEPAGE:ExD
Enchantment Awareness	CATEGORY:Special Ability	TYPE:ShiradiEladrinRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Shiradis are automatically aware of Enchantment effects affecting creatures within 20 feet.	KEY:Shiradi Eladrin ~ Enchantment Awareness																											SOURCEPAGE:ExD
Protective Aura	CATEGORY:Special Ability	TYPE:ShiradiEladrinRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:As a free action, a shiradi can surround itself with a nimbus of light having a radius of 20 feet. This acts as a double-strength magic circle against evil and as a lesser globe of invulnerability, both as cast by a cleric whose level equal to the shiradi's Hit Dice.	KEY:Shiradi Eladrin ~ Protective Aura																											SOURCEPAGE:ExD
Skills	CATEGORY:Special Ability	TYPE:ShiradiEladrinRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Shiradis get a +10 racial bonus on Sense Motive checks.	KEY:Shiradi Eladrin ~ Skills									BONUS:SKILL|Sense Motive|10|TYPE=Racial																		SOURCEPAGE:ExD
