SOURCELONG:Gozzilioni	SOURCESHORT:G	SOURCEWEB:http://www.gozzilioni.net																																																																						
#Monster Mayhem	http://www.wizards.com/default.asp?x=dnd/mm/20031226a																																																																							
																																																																								
# Race Name	Output Name	Favored Class	Starting Feats	Size	Move	Face/Space	Reach	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								Racial Class Skills	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		Special Ability						Spell Res.	Damage Reduction		MONSTERCLASS	Main Race Type	Race Subtype	Type	Template			Hit Dice	Hit Dice Advancement	Level Adjustment	CR	Source Page	Innate Spells								
Dragon (Mist Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,40,Fly,200,Swim,60	FACE:20	REACH:15			PREALIGN:TN	AUTO:LANG|Draconic								BONUS:STAT|STR|24		BONUS:STAT|CON|14	BONUS:STAT|INT|10	BONUS:STAT|WIS|10	BONUS:STAT|CHA|10						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Mist Dragon:33	RACETYPE:Dragon	RACESUBTYPE:Aquatic|Water	TYPE:Dragon					HITDICEADVANCEMENT:35		CR:19	SOURCEPAGE:MMay		SORTKEY:Dragon Mist 11							BONUS:VAR|Maneuverability|2
Dragon (Mist Great Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,40,Fly,200,Swim,60	FACE:20	REACH:15			PREALIGN:TN	AUTO:LANG|Draconic								BONUS:STAT|STR|26		BONUS:STAT|CON|16	BONUS:STAT|INT|10	BONUS:STAT|WIS|10	BONUS:STAT|CHA|10						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Mist Dragon:36	RACETYPE:Dragon	RACESUBTYPE:Aquatic|Water	TYPE:Dragon					HITDICEADVANCEMENT:*		CR:21	SOURCEPAGE:MMay		SORTKEY:Dragon Mist 12							BONUS:VAR|Maneuverability|1
Dragon (Mercury Wyrmling)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:T	MOVE:Walk,60,Fly,150	FACE:2.5	REACH:0			PREALIGN:CG	AUTO:LANG|Draconic									BONUS:STAT|DEX|4	BONUS:STAT|CON|2									AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:3				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d4|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d3							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Mercury Dragon:3	RACETYPE:Dragon	RACESUBTYPE:Fire|Shapechanger	TYPE:Dragon					HITDICEADVANCEMENT:5		CR:3	SOURCEPAGE:MMay		SORTKEY:Dragon Mercury 01							BONUS:VAR|Maneuverability|3
Dragon (Mercury Very Young)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:S	MOVE:Walk,60,Fly,150	FACE:5	REACH:5			PREALIGN:CG	AUTO:LANG|Draconic								BONUS:STAT|STR|2	BONUS:STAT|DEX|4	BONUS:STAT|CON|2									AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:3				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d4							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Mercury Dragon:6	RACETYPE:Dragon	RACESUBTYPE:Fire|Shapechanger	TYPE:Dragon					HITDICEADVANCEMENT:8		CR:4	SOURCEPAGE:MMay		SORTKEY:Dragon Mercury 02							BONUS:VAR|Maneuverability|3
Dragon (Mercury Young)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,60,Fly,200	FACE:5	REACH:5			PREALIGN:CG	AUTO:LANG|Draconic								BONUS:STAT|STR|4	BONUS:STAT|DEX|4	BONUS:STAT|CON|4	BONUS:STAT|INT|2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d4							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Mercury Dragon:9	RACETYPE:Dragon	RACESUBTYPE:Fire|Shapechanger	TYPE:Dragon					HITDICEADVANCEMENT:11		CR:5	SOURCEPAGE:MMay		SORTKEY:Dragon Mercury 03							BONUS:VAR|Maneuverability|3
Dragon (Mercury Juvenile)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,60,Fly,150	FACE:5	REACH:5			PREALIGN:CG	AUTO:LANG|Draconic								BONUS:STAT|STR|6	BONUS:STAT|DEX|6	BONUS:STAT|CON|4	BONUS:STAT|INT|2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d4							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Mercury Dragon:12	RACETYPE:Dragon	RACESUBTYPE:Fire|Shapechanger	TYPE:Dragon					HITDICEADVANCEMENT:14		CR:6	SOURCEPAGE:MMay		SORTKEY:Dragon Mercury 04							BONUS:VAR|Maneuverability|2
Dragon (Mercury Young Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,60,Fly,150	FACE:10	REACH:5			PREALIGN:CG	AUTO:LANG|Draconic								BONUS:STAT|STR|8	BONUS:STAT|DEX|6	BONUS:STAT|CON|6	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Mercury Dragon:15	RACETYPE:Dragon	RACESUBTYPE:Fire|Shapechanger	TYPE:Dragon					HITDICEADVANCEMENT:17		CR:8	SOURCEPAGE:MMay		SORTKEY:Dragon Mercury 05							BONUS:VAR|Maneuverability|2
Dragon (Mercury Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,60,Fly,150	FACE:10	REACH:5			PREALIGN:CG	AUTO:LANG|Draconic								BONUS:STAT|STR|12	BONUS:STAT|DEX|6	BONUS:STAT|CON|8	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Mercury Dragon:18	RACETYPE:Dragon	RACESUBTYPE:Fire|Shapechanger	TYPE:Dragon					HITDICEADVANCEMENT:20		CR:10	SOURCEPAGE:MMay		SORTKEY:Dragon Mercury 06							BONUS:VAR|Maneuverability|2
Dragon (Mercury Mature Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Fly,150	FACE:15	REACH:10			PREALIGN:CG	AUTO:LANG|Draconic								BONUS:STAT|STR|16	BONUS:STAT|DEX|8	BONUS:STAT|CON|10	BONUS:STAT|INT|6	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Mercury Dragon:21	RACETYPE:Dragon	RACESUBTYPE:Fire|Shapechanger	TYPE:Dragon					HITDICEADVANCEMENT:23		CR:12	SOURCEPAGE:MMay		SORTKEY:Dragon Mercury 07							BONUS:VAR|Maneuverability|2
Dragon (Mercury Old)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Fly,150	FACE:15	REACH:10			PREALIGN:CG	AUTO:LANG|Draconic								BONUS:STAT|STR|18	BONUS:STAT|DEX|8	BONUS:STAT|CON|10	BONUS:STAT|INT|6	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Mercury Dragon:24	RACETYPE:Dragon	RACESUBTYPE:Fire|Shapechanger	TYPE:Dragon					HITDICEADVANCEMENT:26		CR:15	SOURCEPAGE:MMay		SORTKEY:Dragon Mercury 08							BONUS:VAR|Maneuverability|2
Dragon (Mercury Very Old)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Fly,150	FACE:15	REACH:10			PREALIGN:CG	AUTO:LANG|Draconic								BONUS:STAT|STR|20	BONUS:STAT|DEX|8	BONUS:STAT|CON|12	BONUS:STAT|INT|8	BONUS:STAT|WIS|8	BONUS:STAT|CHA|8						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Mercury Dragon:27	RACETYPE:Dragon	RACESUBTYPE:Fire|Shapechanger	TYPE:Dragon					HITDICEADVANCEMENT:29		CR:17	SOURCEPAGE:MMay		SORTKEY:Dragon Mercury 09							BONUS:VAR|Maneuverability|2
Dragon (Mercury Ancient)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Fly,150	FACE:15	REACH:10			PREALIGN:CG	AUTO:LANG|Draconic								BONUS:STAT|STR|22	BONUS:STAT|DEX|8	BONUS:STAT|CON|12	BONUS:STAT|INT|8	BONUS:STAT|WIS|8	BONUS:STAT|CHA|8						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Mercury Dragon:30	RACETYPE:Dragon	RACESUBTYPE:Fire|Shapechanger	TYPE:Dragon					HITDICEADVANCEMENT:32		CR:18	SOURCEPAGE:MMay		SORTKEY:Dragon Mercury 10							BONUS:VAR|Maneuverability|2
Dragon (Mercury Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,60,Fly,250	FACE:20	REACH:15			PREALIGN:CG	AUTO:LANG|Draconic								BONUS:STAT|STR|24	BONUS:STAT|DEX|8	BONUS:STAT|CON|14	BONUS:STAT|INT|10	BONUS:STAT|WIS|10	BONUS:STAT|CHA|10						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6							ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Mercury Dragon:33	RACETYPE:Dragon	RACESUBTYPE:Fire|Shapechanger	TYPE:Dragon					HITDICEADVANCEMENT:35		CR:19	SOURCEPAGE:MMay		SORTKEY:Dragon Mercury 11							BONUS:VAR|Maneuverability|1
