SOURCELONG:Creature del Terrore	SOURCESHORT:CdT	SOURCEWEB:http://www.gozzilioni.net																																																																						
																																																																								
# Race Name	Output Name	Favored Class	Starting Feats	Size	Move	Face/Space	Reach	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								Racial Class Skills	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		Special Ability						Spell Res.	Damage Reduction		MONSTERCLASS	Main Race Type	Race Subtype	Type	Template			Hit Dice	Hit Dice Advancement	Level Adjustment	CR	Source Page	Innate Spells								
Dragon (Plague Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,40,Fly,200,Swim,40	FACE:20	REACH:15			PREALIGN:NE	AUTO:LANG|Draconic								BONUS:STAT|STR|26		BONUS:STAT|CON|22	BONUS:STAT|INT|8	BONUS:STAT|WIS|8	BONUS:STAT|CHA|8						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6							ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Plague Dragon:38	RACETYPE:Dragon	RACESUBTYPE:Water	TYPE:Dragon					HITDICEADVANCEMENT:39		CR:24	SOURCEPAGE:CdT		SORTKEY:Dragon Plague 11							BONUS:VAR|Maneuverability|1
Dragon (Plague Great Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:C	MOVE:Walk,40,Fly,200,Swim,40	FACE:30	REACH:20			PREALIGN:NE	AUTO:LANG|Draconic								BONUS:STAT|STR|30		BONUS:STAT|CON|22	BONUS:STAT|INT|10	BONUS:STAT|WIS|10	BONUS:STAT|CHA|10						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,4d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d8|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8							ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Plague Dragon:41	RACETYPE:Dragon	RACESUBTYPE:Water	TYPE:Dragon					HITDICEADVANCEMENT:*		CR:26	SOURCEPAGE:CdT		SORTKEY:Dragon Plague 12							BONUS:VAR|Maneuverability|1
Dragon (Savage Wyrmling)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:S	MOVE:Walk,60,Fly,100,Burrow,20	FACE:5	REACH:5			PREALIGN:CE	AUTO:LANG|Draconic								BONUS:STAT|STR|6		BONUS:STAT|CON|4	BONUS:STAT|INT|-4		BONUS:STAT|CHA|-4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:3				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d4							ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Savage Dragon:6	RACETYPE:Dragon	RACESUBTYPE:Earth	TYPE:Dragon					HITDICEADVANCEMENT:8	LEVELADJUSTMENT:4	CR:3	SOURCEPAGE:CdT		SORTKEY:Dragon Savage 01							BONUS:VAR|Maneuverability|3
Dragon (Savage Very Young)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,60,Fly,150,Burrow,20	FACE:5	REACH:5			PREALIGN:CE	AUTO:LANG|Draconic								BONUS:STAT|STR|8		BONUS:STAT|CON|6	BONUS:STAT|INT|-4		BONUS:STAT|CHA|-4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d4							ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Savage Dragon:9	RACETYPE:Dragon	RACESUBTYPE:Earth	TYPE:Dragon					HITDICEADVANCEMENT:11	LEVELADJUSTMENT:5	CR:4	SOURCEPAGE:CdT		SORTKEY:Dragon Savage 02							BONUS:VAR|Maneuverability|2
Dragon (Savage Young)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,60,Fly,150,Burrow,20	FACE:5	REACH:5			PREALIGN:CE	AUTO:LANG|Draconic								BONUS:STAT|STR|10		BONUS:STAT|CON|6	BONUS:STAT|INT|-4		BONUS:STAT|CHA|-4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d4							ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Savage Dragon:12	RACETYPE:Dragon	RACESUBTYPE:Earth	TYPE:Dragon					HITDICEADVANCEMENT:14	LEVELADJUSTMENT:5	CR:6	SOURCEPAGE:CdT		SORTKEY:Dragon Savage 03							BONUS:VAR|Maneuverability|2
Dragon (Savage Juvenile)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,60,Fly,150,Burrow,20	FACE:10	REACH:5			PREALIGN:CE	AUTO:LANG|Draconic								BONUS:STAT|STR|12		BONUS:STAT|CON|8	BONUS:STAT|INT|-2		BONUS:STAT|CHA|-2						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8							ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Savage Dragon:15	RACETYPE:Dragon	RACESUBTYPE:Earth	TYPE:Dragon					HITDICEADVANCEMENT:17		CR:7	SOURCEPAGE:CdT		SORTKEY:Dragon Savage 04							BONUS:VAR|Maneuverability|2
Dragon (Savage Young Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,60,Fly,150,Burrow,20	FACE:10	REACH:5			PREALIGN:CE	AUTO:LANG|Draconic								BONUS:STAT|STR|14		BONUS:STAT|CON|10	BONUS:STAT|INT|-2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8							ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Savage Dragon:18	RACETYPE:Dragon	RACESUBTYPE:Earth	TYPE:Dragon					HITDICEADVANCEMENT:20		CR:10	SOURCEPAGE:CdT		SORTKEY:Dragon Savage 05							BONUS:VAR|Maneuverability|2
Dragon (Savage Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Fly,150,Burrow,20	FACE:15	REACH:10			PREALIGN:CE	AUTO:LANG|Draconic								BONUS:STAT|STR|18		BONUS:STAT|CON|12		BONUS:STAT|WIS|2							AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8							ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Savage Dragon:21	RACETYPE:Dragon	RACESUBTYPE:Earth	TYPE:Dragon					HITDICEADVANCEMENT:23		CR:12	SOURCEPAGE:CdT		SORTKEY:Dragon Savage 06							BONUS:VAR|Maneuverability|2
Dragon (Savage Mature Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Fly,150,Burrow,20	FACE:15	REACH:10			PREALIGN:CE	AUTO:LANG|Draconic								BONUS:STAT|STR|20		BONUS:STAT|CON|12	BONUS:STAT|INT|2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|2						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8							ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Savage Dragon:24	RACETYPE:Dragon	RACESUBTYPE:Earth	TYPE:Dragon					HITDICEADVANCEMENT:26		CR:15	SOURCEPAGE:CdT		SORTKEY:Dragon Savage 07							BONUS:VAR|Maneuverability|2
Dragon (Savage Old)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Fly,150,Burrow,20	FACE:15	REACH:10			PREALIGN:CE	AUTO:LANG|Draconic								BONUS:STAT|STR|22		BONUS:STAT|CON|14	BONUS:STAT|INT|2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|2						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8							ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Savage Dragon:27	RACETYPE:Dragon	RACESUBTYPE:Earth	TYPE:Dragon					HITDICEADVANCEMENT:29		CR:16	SOURCEPAGE:CdT		SORTKEY:Dragon Savage 08							BONUS:VAR|Maneuverability|2
Dragon (Savage Very Old)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Fly,150,Burrow,20	FACE:15	REACH:10			PREALIGN:CE	AUTO:LANG|Draconic								BONUS:STAT|STR|24		BONUS:STAT|CON|14	BONUS:STAT|INT|4	BONUS:STAT|WIS|6	BONUS:STAT|CHA|4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8							ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Savage Dragon:30	RACETYPE:Dragon	RACESUBTYPE:Earth	TYPE:Dragon					HITDICEADVANCEMENT:32		CR:17	SOURCEPAGE:CdT		SORTKEY:Dragon Savage 09							BONUS:VAR|Maneuverability|2
Dragon (Savage Ancient)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,60,Fly,200,Burrow,20	FACE:20	REACH:15			PREALIGN:CE	AUTO:LANG|Draconic								BONUS:STAT|STR|26		BONUS:STAT|CON|16	BONUS:STAT|INT|4	BONUS:STAT|WIS|6	BONUS:STAT|CHA|4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6							ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Savage Dragon:33	RACETYPE:Dragon	RACESUBTYPE:Earth	TYPE:Dragon					HITDICEADVANCEMENT:35		CR:19	SOURCEPAGE:CdT		SORTKEY:Dragon Savage 10							BONUS:VAR|Maneuverability|1
Dragon (Savage Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,60,Fly,200,Burrow,20	FACE:20	REACH:15			PREALIGN:CE	AUTO:LANG|Draconic								BONUS:STAT|STR|28		BONUS:STAT|CON|18	BONUS:STAT|INT|4	BONUS:STAT|WIS|8	BONUS:STAT|CHA|4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6							ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Savage Dragon:36	RACETYPE:Dragon	RACESUBTYPE:Earth	TYPE:Dragon					HITDICEADVANCEMENT:38		CR:21	SOURCEPAGE:CdT		SORTKEY:Dragon Savage 11							BONUS:VAR|Maneuverability|1
