SOURCELONG:Player's Guide to Faerun	SOURCESHORT:PGtF	SOURCEWEB:http://www.gozzilioni.net																																																															
# Race Name	Output Name	Favored Class		Starting Feats	Size	Move	FACE:	REACH:	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								Racial Class Skills	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		ABILITY:Special Ability|AUTOMATIC|	ABILITY:Special Ability|AUTOMATIC|			ABILITY:Special Ability|AUTOMATIC|	ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability	Spell Res.	Damage Reduction		MONSTERCLASS:	Main Race Type	Race Subtype	Type	Template			Hit Dice	Hit Dice Advancement	Level Adjustment	CR	Source Page	Innate Spells
Elf (Wild/FR)	OUTPUTNAME:Elf (Wild FR)	FAVCLASS:Wizard		STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5	VISION:Low-light			AUTO:LANG|Common|Elven	LANGBONUS:Gnoll,Illuskan,Orc,Sylvan,Tashalan								BONUS:STAT|DEX|2		BONUS:STAT|INT|-2														LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Elf Racial Trait Default										RACETYPE:Humanoid	RACESUBTYPE:Elf	TYPE:PC							CR:1/2	SOURCEPAGE:PGtF	
Elf (Wood/FR)		FAVCLASS:Wizard		STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5	VISION:Low-light			AUTO:LANG|Common|Elven	LANGBONUS:Chondathan,Draconic,Gnoll,Gnome,Goblin,Sylvan							BONUS:STAT|STR|2	BONUS:STAT|DEX|2	BONUS:STAT|CON|-2	BONUS:STAT|INT|-2		BONUS:STAT|CHA|-2												LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Elf Racial Trait Default										RACETYPE:Humanoid	RACESUBTYPE:Elf	TYPE:PC							CR:1/2	SOURCEPAGE:PGtF	
#Gnome																																																																	
Gnome (Deep)		FAVCLASS:Bard		STARTFEATS:1	SIZE:S	MOVE:Walk,20	FACE:5	REACH:5	VISION:Darkvision (120')			AUTO:LANG|Gnome|Undercommon	LANGBONUS:Common,Draconic,Dwarven,Elven,Illuskan,Terran							BONUS:STAT|STR|-2	BONUS:STAT|DEX|2			BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4												LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Gnome Racial Trait Default|Gnome Deep Racial Trait										RACETYPE:Humanoid	RACESUBTYPE:Gnome	TYPE:PC						LEVELADJUSTMENT:3	CR:1/2	SOURCEPAGE:PGtF	
Gnome (Rock)		FAVCLASS:Bard		STARTFEATS:1	SIZE:S	MOVE:Walk,20	FACE:5	REACH:5	VISION:Low-light			AUTO:LANG|Common|Gnome	LANGBONUS:Chondathan,Draconic,Dwarven,Goblin,Illuskan,Sylvan,Terran							BONUS:STAT|STR|-2		BONUS:STAT|CON|2															LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Gnome Racial Trait Default										RACETYPE:Humanoid	RACESUBTYPE:Gnome	TYPE:PC							CR:1/2	SOURCEPAGE:PGtF	
#Half-Elf																																																																	
Half-Elf (FR)	OUTPUTNAME:Half-Elf (FR)	FAVCLASS:HIGHESTLEVELCLASS		STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5	VISION:Low-light			AUTO:LANG|Common|Elven	LANGBONUS:ALL																								LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Half-Elf Racial Trait Default										RACETYPE:Humanoid	RACESUBTYPE:Human|Half-Elf|Elf	TYPE:PC							CR:1/2	SOURCEPAGE:PGtF	
Half-Elf (Drow/FR)	OUTPUTNAME:Half-Elf (Drow FR)	FAVCLASS:HIGHESTLEVELCLASS		STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5	VISION:Darkvision (60')			AUTO:LANG|Common|Elven	LANGBONUS:ALL																								LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Half-Elf Racial Trait Default|Half-Elf Drow FR Racial Trait										RACETYPE:Humanoid	RACESUBTYPE:Human|Half-Elf|Elf|Drow	TYPE:PC							CR:1/2	SOURCEPAGE:PGtF	
Half-Elf (Sea/FR)	OUTPUTNAME:Half-Elf (Sea FR)	FAVCLASS:HIGHESTLEVELCLASS		STARTFEATS:2	SIZE:M	MOVE:Walk,31	FACE:5	REACH:5	VISION:Low-light			AUTO:LANG|Common|Elven	LANGBONUS:ALL																								LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Half-Elf Racial Trait Default										RACETYPE:Humanoid	RACESUBTYPE:Human|Half-Elf|Elf	TYPE:PC							CR:1/2	SOURCEPAGE:PGtF	
Half-Elf (Sun/FR)	OUTPUTNAME:Half-Elf (Sun FR)	FAVCLASS:HIGHESTLEVELCLASS		STARTFEATS:2	SIZE:M	MOVE:Walk,31	FACE:5	REACH:5	VISION:Low-light			AUTO:LANG|Common|Elven	LANGBONUS:ALL																								LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Half-Elf Racial Trait Default										RACETYPE:Humanoid	RACESUBTYPE:Human|Half-Elf|Elf	TYPE:PC							CR:1/2	SOURCEPAGE:PGtF	
Half-Elf (Wild/FR)	OUTPUTNAME:Half-Elf (Sun FR)	FAVCLASS:HIGHESTLEVELCLASS		STARTFEATS:2	SIZE:M	MOVE:Walk,31	FACE:5	REACH:5	VISION:Low-light			AUTO:LANG|Common|Elven	LANGBONUS:ALL																								LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Half-Elf Racial Trait Default										RACETYPE:Humanoid	RACESUBTYPE:Human|Half-Elf|Elf	TYPE:PC							CR:1/2	SOURCEPAGE:PGtF	
Half-Elf (Wood/FR)	OUTPUTNAME:Half-Elf (Sun FR)	FAVCLASS:HIGHESTLEVELCLASS		STARTFEATS:2	SIZE:M	MOVE:Walk,31	FACE:5	REACH:5	VISION:Low-light			AUTO:LANG|Common|Elven	LANGBONUS:ALL																								LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Half-Elf Racial Trait Default										RACETYPE:Humanoid	RACESUBTYPE:Human|Half-Elf|Elf	TYPE:PC							CR:1/2	SOURCEPAGE:PGtF	
#Half-Orc																																																																	
Half-Orc (FR)	OUTPUTNAME:Half-Orc FR	FAVCLASS:Barbarian		STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5	VISION:Darkvision (60')			AUTO:LANG|Common|Orc	LANGBONUS:Damaran,Giant,Gnoll,Goblin,Illuskan,Undercommon							BONUS:STAT|STR|2			BONUS:STAT|INT|-2		BONUS:STAT|CHA|-2																			ABILITY:Internal|AUTOMATIC|Half-Orc Racial Trait Default										RACETYPE:Humanoid	RACESUBTYPE:Human|Half-Orc|Orc	TYPE:PC							CR:1/2	SOURCEPAGE:PGtF	
#Halfling																																																																	
Halfling (Ghostwise)		FAVCLASS:Barbarian		STARTFEATS:1	SIZE:S	MOVE:Walk,20	FACE:5	REACH:5				AUTO:LANG|Common|Halfling|Telepathy	LANGBONUS:Chondathan,Elven,Gnoll,Shaaran,Sylvan							BONUS:STAT|STR|-2	BONUS:STAT|DEX|2																LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Halfling Racial Trait Default|Halfling Ghostwise Racial Trait										RACETYPE:Humanoid	RACESUBTYPE:Halfling	TYPE:PC							CR:1/2	SOURCEPAGE:PGtF	
Halfling (Lightfoot)		FAVCLASS:Rogue		STARTFEATS:1	SIZE:S	MOVE:Walk,20	FACE:5	REACH:5				AUTO:LANG|Common|Halfling	LANGBONUS:Chessentan,Chondathan,Damaran,Dwarven,Elven,Illuskan,Goblin							BONUS:STAT|STR|-2	BONUS:STAT|DEX|2																LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Halfling Racial Trait Default										RACETYPE:Humanoid	RACESUBTYPE:Halfling	TYPE:PC							CR:1/2	SOURCEPAGE:PGtF	
Halfling (Strongheart)		FAVCLASS:Rogue		STARTFEATS:2	SIZE:S	MOVE:Walk,20	FACE:5	REACH:5				AUTO:LANG|Common|Halfling	LANGBONUS:Dwarven,Gnoll,Goblin,Halruaan,Shaaran							BONUS:STAT|STR|-2	BONUS:STAT|DEX|2																LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Halfling Racial Trait Default|Halfling Strongheart Racial Trait										RACETYPE:Humanoid	RACESUBTYPE:Halfling	TYPE:PC							CR:1/2	SOURCEPAGE:PGtF	
#planetouched																																																																	
Planetouched (Aasimar/FR)	OUTPUTNAME:Aasimar FR	FAVCLASS:Paladin		STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5	VISION:Darkvision (60')			AUTO:LANG|Common	LANGBONUS:ALL											BONUS:STAT|WIS|2	BONUS:STAT|CHA|2												LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Aasimar FR Racial Trait Default										RACETYPE:Outsider	RACESUBTYPE:Planetouched|Aasimar	TYPE:PC						LEVELADJUSTMENT:1	CR:1/2	SOURCEPAGE:FRCS	
Planetouched (Genasi Air/FR)	OUTPUTNAME:Air Genasi FR	FAVCLASS:Fighter		STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5	VISION:Darkvision (60')			AUTO:LANG|Common	LANGBONUS:ALL								BONUS:STAT|DEX|2		BONUS:STAT|INT|2	BONUS:STAT|WIS|-2	BONUS:STAT|CHA|-2												LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Genasi FR Racial Trait Default|Genasi Air Racial trait										RACETYPE:Outsider	RACESUBTYPE:Planetouched|Genasi	TYPE:PC						LEVELADJUSTMENT:1	CR:1/2	SOURCEPAGE:FRCS	
Planetouched (Genasi Earth/FR)	OUTPUTNAME:Earth Genasi FR	FAVCLASS:Fighter		STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5	VISION:Darkvision (60')			AUTO:LANG|Common	LANGBONUS:ALL							BONUS:STAT|STR|2		BONUS:STAT|CON|2		BONUS:STAT|WIS|-2	BONUS:STAT|CHA|-2												LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Genasi FR Racial Trait Default|Genasi Earth Racial trait										RACETYPE:Outsider	RACESUBTYPE:Planetouched|Genasi	TYPE:PC						LEVELADJUSTMENT:1	CR:1/2	SOURCEPAGE:FRCS	
Planetouched (Genasi Fire/FR)	OUTPUTNAME:Fire Genasi FR	FAVCLASS:Fighter		STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5	VISION:Darkvision (60')			AUTO:LANG|Common	LANGBONUS:ALL										BONUS:STAT|INT|2		BONUS:STAT|CHA|-2												LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Genasi FR Racial Trait Default|Genasi Fire Racial trait										RACETYPE:Outsider	RACESUBTYPE:Planetouched|Genasi	TYPE:PC						LEVELADJUSTMENT:1	CR:1/2	SOURCEPAGE:FRCS	
Planetouched (Genasi Water/FR)	OUTPUTNAME:Water Genasi FR	FAVCLASS:Fighter		STARTFEATS:1	SIZE:M	MOVE:Walk,30,Swim,30	FACE:5	REACH:5	VISION:Darkvision (60')			AUTO:LANG|Common	LANGBONUS:ALL									BONUS:STAT|CON|2			BONUS:STAT|CHA|-2												LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Genasi FR Racial Trait Default|Genasi Water Racial trait										RACETYPE:Outsider	RACESUBTYPE:Planetouched|Genasi	TYPE:PC						LEVELADJUSTMENT:1	CR:1/2	SOURCEPAGE:FRCS	
Planetouched (Tiefling/FR)	OUTPUTNAME:Tiefling FR	FAVCLASS:Rogue		STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5	VISION:Darkvision (60')			AUTO:LANG|Common	LANGBONUS:ALL								BONUS:STAT|DEX|2		BONUS:STAT|INT|2		BONUS:STAT|CHA|-2												LEGS:2	HANDS:2						ABILITY:Internal|AUTOMATIC|Tiefling FR Racial Trait Default										RACETYPE:Outsider	RACESUBTYPE:Planetouched|Tiefling	TYPE:PC						LEVELADJUSTMENT:1	CR:1/2	SOURCEPAGE:FRCS	
