SOURCELONG:Forgotten Realm Campaing Setting	SOURCESHORT:FRCS	SOURCEWEB:http://www.gozzilioni.net						
Shiallia	ALIGN:NG	DEITYWEAP:Trident	DESC:Shiallia ()	DOMAINS:Animal,Good,Plant,Renewal|PREALIGN:LG,NG,TN,CG	TYPE:Demigod	PANTHEON:Faerun	SOURCEPAGE:FRCS	
Siamorphe	ALIGN:LN	DEITYWEAP:Mace (Light)	DESC:Siamorphe ()	DOMAINS:Knowledge,Law,Nobility FR,Planning FR|PREALIGN:LG,LN,LE,TN	TYPE:Demigod	PANTHEON:Faerun	SOURCEPAGE:FRCS	
Silvanus	ALIGN:TN	DEITYWEAP:Maul	DESC:Silvanus (M)	DOMAINS:Animal,Plant,Protection,Renewal,Water|PREALIGN:LN,NG,TN,NE,CN	TYPE:Greater	PANTHEON:Faerun	SOURCEPAGE:FRCS	
Sune	ALIGN:CG	DEITYWEAP:Whip	DESC:Sune (F)	DOMAINS:Chaos,Charm FR,Good,Protection|PREALIGN:NG,CG,CN	TYPE:Greater	PANTHEON:Faerun	SOURCEPAGE:FRCS	
Talona	ALIGN:CE	DEITYWEAP:Unarmed Strike	DESC:Talona (F)	DOMAINS:Chaos,Destruction,Evil,Suffering|PREALIGN:NE,CN,CE	TYPE:Lesser	PANTHEON:Faerun	SOURCEPAGE:FRCS	
Talos	ALIGN:CE	DEITYWEAP:Longspear|Shortspear|Halfspear	DESC:Talos ()	DOMAINS:Chaos,Destruction,Evil,Fire,Storm|PREALIGN:NE,CN,CE	TYPE:Greater	PANTHEON:Faerun	SOURCEPAGE:FRCS	
Tempus	ALIGN:CN	DEITYWEAP:Battleaxe	DESC:Tempus ()	DOMAINS:Chaos,Protection,Strength FR,War|PREALIGN:TN,CG,CN,CE	TYPE:Greater	PANTHEON:Faerun	SOURCEPAGE:FRCS	
Tiamat FR	ALIGN:LE	DEITYWEAP:Pick (Heavy)	DESC:Tiamat ()	DOMAINS:Evil,Law,Scalykind FR,Tyranny FR|PREALIGN:LN,LE,NE	TYPE:Lesser	PANTHEON:Faerun	SOURCEPAGE:FRCS	
Torm	ALIGN:LG	DEITYWEAP:Greatsword	DESC:Torm (M)	DOMAINS:Good,Healing,Law,Protection,Strength FR|PREALIGN:LG,LN,NG	TYPE:Lesser	PANTHEON:Faerun	SOURCEPAGE:FRCS	
Tymora	ALIGN:CG	DEITYWEAP:Shuriken	DESC:Tymora (F)	DOMAINS:Chaos,Good,Luck,Protection,Travel|PREALIGN:NG,CG,CN	TYPE:Intermediate	PANTHEON:Faerun	SOURCEPAGE:FRCS	
Tyr	ALIGN:LG	DEITYWEAP:Longsword	DESC:Tyr (M)	DOMAINS:Good,Knowledge,Law,Retribution,War|PREALIGN:LG,LN,NG	TYPE:Greater	PANTHEON:Faerun	SOURCEPAGE:FRCS	
Ubtao	ALIGN:TN	DEITYWEAP:Pick (Heavy)	DESC:Ubtao ()	DOMAINS:Planning FR,Plant,Protection,Scalykind FR|PREALIGN:LN,NG,TN,NE,CN	TYPE:Greater	PANTHEON:Faerun	SOURCEPAGE:FRCS	
Ulutiu	ALIGN:LN	DEITYWEAP:Longspear|Shortspear	DESC:Ulutiu ()	DOMAINS:Animal,Cold FR,Law,Ocean,Protection|PREALIGN:LG,LN,LE,TN	TYPE:Demigod	PANTHEON:Faerun	SOURCEPAGE:FRCS	
Umberlee	ALIGN:CE	DEITYWEAP:Trident	DESC:Umberlee (F)	DOMAINS:Chaos,Destruction,Evil,Ocean,Storm,Weather|PREALIGN:NE,CN,CE	TYPE:Intermediate	PANTHEON:Faerun	SOURCEPAGE:FRCS	
Uthgar	ALIGN:CN	DEITYWEAP:Battleaxe	DESC:Uthgar ()	DOMAINS:Animal,Chaos,Retribution,Strength FR,War|PREALIGN:TN,CG,CN,CE	TYPE:Demigod	PANTHEON:Faerun	SOURCEPAGE:FRCS	
Valkur	ALIGN:CG	DEITYWEAP:Sword (Cutlass)	DESC:Valkur ()	DOMAINS:Air,Chaos,Good,Ocean,Protection|PREALIGN:NG,CG,CN	TYPE:Demigod	PANTHEON:Faerun	SOURCEPAGE:FRCS	
Velsharoon	ALIGN:NE	DEITYWEAP:Quarterstaff	DESC:Velsharoon (M)	DOMAINS:Death,Evil,Magic,Undeath|PREALIGN:LE,TN,NE,CE	TYPE:Demigod	PANTHEON:Faerun	SOURCEPAGE:FRCS	
Waukeen	ALIGN:TN	DEITYWEAP:Nunchaku	DESC:Waukeen (F)	DOMAINS:Knowledge,Protection,Trade,Travel|PREALIGN:LN,NG,TN,NE,CN	TYPE:Lesser	PANTHEON:Faerun	SOURCEPAGE:FRCS	
#								
Anhur	ALIGN:CG	DEITYWEAP:Falchion	DESC:Anhur ()	DOMAINS:Chaos,Good,Strength FR,Storm,War|PREALIGN:NG,CG,CN	TYPE:Lesser	PANTHEON:Mulhorandi	SOURCEPAGE:FRCS	
Geb	ALIGN:TN	DEITYWEAP:Quarterstaff	DESC:Geb ()	DOMAINS:Cavern,Craft,Earth,Protection|PREALIGN:LN,NG,TN,NE,CN	TYPE:Lesser	PANTHEON:Mulhorandi	SOURCEPAGE:FRCS	
Hathor	ALIGN:NG	DEITYWEAP:Sword (Short)	DESC:Hathor ()	DOMAINS:Family,Fate FR,Good,Moon|PREALIGN:LG,NG,TN,CG	TYPE:Lesser	PANTHEON:Mulhorandi	SOURCEPAGE:FRCS	
Horus-Re	ALIGN:LG	DEITYWEAP:Sword (Kopesh)	DESC:Horus-Re (M)	DOMAINS:Good,Law,Nobility FR,Retribution,Sun|PREALIGN:LG,LN,NG	TYPE:Greater	PANTHEON:Mulhorandi	SOURCEPAGE:FRCS	
Isis	ALIGN:NG	DEITYWEAP:Dagger (Punching)	DESC:Isis (F)	DOMAINS:Family,Good,Magic,Storm,Water|PREALIGN:LG,NG,TN,CG	TYPE:Intermediate	PANTHEON:Mulhorandi	SOURCEPAGE:FRCS	
Nephthys	ALIGN:CG	DEITYWEAP:Whip	DESC:Nephthys (F)	DOMAINS:Chaos,Good,Protection,Trade|PREALIGN:NG,CG,CN	TYPE:Intermediate	PANTHEON:Mulhorandi	SOURCEPAGE:FRCS	
Osiris	ALIGN:LG	DEITYWEAP:Flail (Light)|Flail (Heavy)	DESC:Osiris (M)	DOMAINS:Good,Law,Plant,Repose FR,Retribution|PREALIGN:LG,LN,NG	TYPE:Intermediate	PANTHEON:Mulhorandi	SOURCEPAGE:FRCS	
Sebek	ALIGN:NE	DEITYWEAP:Longspear|Shortspear|Halfspear	DESC:Sebek ()	DOMAINS:Animal,Evil,Scalykind FR,Water|PREALIGN:LE,TN,NE,CE	TYPE:Demigod	PANTHEON:Mulhorandi	SOURCEPAGE:FRCS	
Set	ALIGN:LE	DEITYWEAP:Longspear|Shortspear|Halfspear	DESC:Set (M)	DOMAINS:Air,Darkness FR,Evil,Hatred,Law,Magic,Scalykind FR|PREALIGN:LN,LE,NE	TYPE:Intermediate	PANTHEON:Mulhorandi	SOURCEPAGE:FRCS	
Thoth	ALIGN:TN	DEITYWEAP:Quarterstaff	DESC:Thoth ()	DOMAINS:Craft,Knowledge,Magic,Rune FR,Spell|PREALIGN:LN,NG,TN,NE,CN	TYPE:Intermediate	PANTHEON:Mulhorandi	SOURCEPAGE:FRCS	
#								
Eilistraee	ALIGN:CG	DEITYWEAP:Sword (Bastard)	DESC:Eilistraee (F)	DOMAINS:Chaos,Charm FR,Drow,Elf,Good,Moon,Portal|PREALIGN:NG,CG,CN	TYPE:Lesser	PANTHEON:Drow	SOURCEPAGE:FRCS	
Ghaunadaur	ALIGN:CE	DEITYWEAP:Warhammer	DESC:Ghaunadaur ()	DOMAINS:Cavern,Chaos,Drow,Evil,Hatred,Slime|PREALIGN:NE,CN,CE	TYPE:Lesser	PANTHEON:Drow	SOURCEPAGE:FRCS	
Kiaransalee	ALIGN:CE	DEITYWEAP:Dagger	DESC:Kiaransalee (F)	DOMAINS:Chaos,Drow,Evil,Retribution,Undeath|PREALIGN:NE,CN,CE	TYPE:Demigod	PANTHEON:Drow	SOURCEPAGE:FRCS	
Lolth FR	ALIGN:CE	DEITYWEAP:Dagger	DESC:Llolth (F)	DOMAINS:Chaos,Darkness FR,Destruction,Drow,Evil,Spider,Trickery|PREALIGN:NE,CN,CE	TYPE:Intermediate	PANTHEON:Drow	SOURCEPAGE:FRCS	
Selvetarm	ALIGN:CE	DEITYWEAP:Mace (Heavy)	DESC:Selvetarm (M)	DOMAINS:Chaos,Drow,Evil,Spider,War|PREALIGN:NE,CN,CE	TYPE:Demigod	PANTHEON:Drow	SOURCEPAGE:FRCS	
Vhaeraun	ALIGN:CE	DEITYWEAP:Sword (Short)	DESC:Vhaeraun (M)	DOMAINS:Chaos,Drow,Evil,Travel,Trickery|PREALIGN:NE,CN,CE	TYPE:Lesser	PANTHEON:Drow	SOURCEPAGE:FRCS	
#								
Abbathor	ALIGN:NE	DEITYWEAP:Dagger	DESC:Abbathor ()	DOMAINS:Dwarf,Evil,Luck,Trade,Trickery|PREALIGN:LE,TN,NE,CE	TYPE:Intermediate	PANTHEON:Dwarven	SOURCEPAGE:FRCS	
Berronar Truesilver	ALIGN:LG	DEITYWEAP:Mace (Heavy)	DESC:Berronar Truesilver ()	DOMAINS:Dwarf,Family,Good,Healing,Law,Protection|PREALIGN:LG,LN,NG	TYPE:Intermediate	PANTHEON:Dwarven	SOURCEPAGE:FRCS	
Clangeddin Silverbeard	ALIGN:LG	DEITYWEAP:Battleaxe	DESC:Clangeddin Silverbeard ()	DOMAINS:Dwarf,Good,Law,Strength FR,War|PREALIGN:LG,LN,CG	TYPE:Intermediate	PANTHEON:Dwarven	SOURCEPAGE:FRCS	
Deep Duerra	ALIGN:LE	DEITYWEAP:Battleaxe	DESC:Deep Duerra ()	DOMAINS:Dwarf,Evil,Law,Mentalism,War|PREALIGN:LN,LE,NE	TYPE:Demigod	PANTHEON:Dwarven	SOURCEPAGE:FRCS	
Dugmaren Brightmantle	ALIGN:CG	DEITYWEAP:Sword (Short)	DESC:Dugmaren Brightmantle ()	DOMAINS:Chaos,Craft,Dwarf,Good,Knowledge,Rune FR|PREALIGN:NG,CG,CN	TYPE:Lesser	PANTHEON:Dwarven	SOURCEPAGE:FRCS	
Dumathoin	ALIGN:TN	DEITYWEAP:Maul	DESC:Dumathoin (M)	DOMAINS:Cavern,Craft,Dwarf,Earth,Knowledge,Metal,Protection|PREALIGN:LN,NG,TN,NE,CN	TYPE:Intermediate	PANTHEON:Dwarven	SOURCEPAGE:FRCS	
Gorm Gulthyn	ALIGN:LG	DEITYWEAP:Battleaxe	DESC:Gorm Gulthyn ()	DOMAINS:Dwarf,Good,Law,Protection,War|PREALIGN:LG,LN,NG	TYPE:Lesser	PANTHEON:Dwarven	SOURCEPAGE:FRCS	
Haela Brightaxe	ALIGN:CG	DEITYWEAP:Greatsword	DESC:Haela Brightaxe ()	DOMAINS:Chaos,Dwarf,Good,Luck,War|PREALIGN:NG,CG,CN	TYPE:Demigod	PANTHEON:Dwarven	SOURCEPAGE:FRCS	
Laduguer FR	ALIGN:NG	DEITYWEAP:Warhammer	DESC:Laduguer (M)	DOMAINS:Craft,Dwarf,Evil,Law,Magic,Metal,Protection|PREALIGN:LN,LE,NE	TYPE:Intermediate	PANTHEON:Dwarven	SOURCEPAGE:FRCS	
Marthannor Duin	ALIGN:NG	DEITYWEAP:Mace (Heavy)	DESC:Marthammor duin ()	DOMAINS:Dwarf,Good,Protection,Travel|PREALIGN:LG,NG,TN,CG	TYPE:Lesser	PANTHEON:Dwarven	SOURCEPAGE:FRCS	
Moradin FR	ALIGN:LG	DEITYWEAP:Warhammer	DESC:Moradin (M)	DOMAINS:Craft,Dwarf,Earth,Good,Law,Protection|PREALIGN:LG,LN,NG	TYPE:Greater	PANTHEON:Dwarven	SOURCEPAGE:FRCS	
Sharindlar	ALIGN:CG	DEITYWEAP:Whip	DESC:Sharindlar ()	DOMAINS:Chaos,Charm FR,Dwarf,Good,Healing,Moon|PREALIGN:NG,CG,CN	TYPE:Intermediate	PANTHEON:Dwarven	SOURCEPAGE:FRCS	
Thard Harr	ALIGN:CG	DEITYWEAP:Gauntlet (Spiked)	DESC:Thard Harr ()	DOMAINS:Animal,Chaos,Dwarf,Good,Plant|PREALIGN:NG,CG,CN	TYPE:Lesser	PANTHEON:Dwarven	SOURCEPAGE:FRCS	
Vergadain	ALIGN:TN	DEITYWEAP:Longsword	DESC:Vergadain ()	DOMAINS:Dwarf,Luck,Trade,Trickery|PREALIGN:LN,NG,TN,NE,CN	TYPE:Intermediate	PANTHEON:Dwarven	SOURCEPAGE:FRCS	
#								
Aerdrie Faenya	ALIGN:CG	DEITYWEAP:Quarterstaff	DESC:Aerdrie Faenya (F)	DOMAINS:Air,Animal,Chaos,Elf,Good,Storm|PREALIGN:NG,CG,CN	TYPE:Intermediate	PANTHEON:Elf	SOURCEPAGE:FRCS	
Angharradh	ALIGN:CG	DEITYWEAP:Longspear|Shortspear	DESC:Angharradh ()	DOMAINS:Chaos,Elf,Good,Knowledge,Plant,Protection,Renewal|PREALIGN:NG,CG,CN	TYPE:Greater	PANTHEON:Elf	SOURCEPAGE:FRCS	
Corellon Larethian FR	ALIGN:CG	DEITYWEAP:Longsword	DESC:Corellon Larethian (M)	DOMAINS:Chaos,Elf,Good,Magic,Protection,War|PREALIGN:NG,CG,CN	TYPE:Greater	PANTHEON:Elf	SOURCEPAGE:FRCS	
Deep Sashelas FR	ALIGN:CG	DEITYWEAP:Trident	DESC:Deep Sashelas ()	DOMAINS:Chaos,Elf,Good,Knowledge,Ocean,Water|PREALIGN:NG,CG,CN	TYPE:Intermediate	PANTHEON:Elf	SOURCEPAGE:FRCS	
Erevan Ilesere	ALIGN:CN	DEITYWEAP:Sword (Short)	DESC:Erevan Ilesere ()	DOMAINS:Chaos,Elf,Luck,Trickery|PREALIGN:TN,CG,CN,CE	TYPE:Intermediate	PANTHEON:Elf	SOURCEPAGE:FRCS	
Fenmarel Mestarine	ALIGN:CN	DEITYWEAP:Dagger	DESC:Fenmarel Mestarine ()	DOMAINS:Animal,Chaos,Elf,Plant,Travel|PREALIGN:TN,CG,CN,CE	TYPE:Lesser	PANTHEON:Elf	SOURCEPAGE:FRCS	
Hanali Celanil	ALIGN:CG	DEITYWEAP:Dagger	DESC:Hanali Celanil ()	DOMAINS:Chaos,Charm FR,Elf,Good,Magic,Protection|PREALIGN:NG,CG,CN	TYPE:Intermediate	PANTHEON:Elf	SOURCEPAGE:FRCS	
Labelas Enoreth	ALIGN:CG	DEITYWEAP:Quarterstaff	DESC:Labelas Enoreth ()	DOMAINS:Chaos,Elf,Good,Knowledge,Time|PREALIGN:NG,CG,CN	TYPE:Intermediate	PANTHEON:Elf	SOURCEPAGE:FRCS	
Rillifane Rallathil	ALIGN:CG	DEITYWEAP:Quarterstaff	DESC:Rillifane Rallathil ()	DOMAINS:Chaos,Elf,Good,Plant,Protection|PREALIGN:NG,CG,CN	TYPE:Intermediate	PANTHEON:Elf	SOURCEPAGE:FRCS	
Sehanine Moonbow	ALIGN:CG	DEITYWEAP:Quarterstaff	DESC:Sehanine Moonbow (F)	DOMAINS:Chaos,Elf,Good,Illusion,Knowledge,Moon,Travel|PREALIGN:NG,CG,CN	TYPE:Intermediate	PANTHEON:Elf	SOURCEPAGE:FRCS	
Shevarash	ALIGN:CN	DEITYWEAP:Longbow	DESC:Shevarash ()	DOMAINS:Chaos,Elf,Retribution,War|PREALIGN:TN,CG,CN,CE	TYPE:Demigod	PANTHEON:Elf	SOURCEPAGE:FRCS	
Solonor Thelandira	ALIGN:CG	DEITYWEAP:Longbow	DESC:Solonor Thelandira ()	DOMAINS:Chaos,Elf,Good,Plant,War|PREALIGN:NG,CG,CN	TYPE:Intermediate	PANTHEON:Elf	SOURCEPAGE:FRCS	
#								
Baervan Wildwanderer	ALIGN:NG	DEITYWEAP:Halfspear	DESC:Baervan Wildwanderer ()	DOMAINS:Animal,Gnome,Good,Plant,Travel|PREALIGN:LG,NG,TN,CG	TYPE:Intermediate	PANTHEON:Gnome	SOURCEPAGE:FRCS	
Baravar Cloakshadow	ALIGN:NG	DEITYWEAP:Dagger	DESC:Baravar Cloakshadow ()	DOMAINS:Gnome,Good,Illusion,Protection,Trickery|PREALIGN:LG,NG,TN,CG	TYPE:Lesser	PANTHEON:Gnome	SOURCEPAGE:FRCS	
Calladuran Smoothhands	ALIGN:TN	DEITYWEAP:Dagger	DESC:Calladuran Smoothhands ()	DOMAINS:Cavern,Craft,Earth,Gnome|PREALIGN:LN,NG,TN,NE,CN	TYPE:Intermediate	PANTHEON:Gnome	SOURCEPAGE:FRCS	
Flandal Steelskin	ALIGN:NG	DEITYWEAP:Warhammer	DESC:Flandal Steelskin ()	DOMAINS:Craft,Gnome,Good,Metal|PREALIGN:LG,NG,TN,CG	TYPE:Intermediate	PANTHEON:Gnome	SOURCEPAGE:FRCS	
Gaerdal Ironhand	ALIGN:LG	DEITYWEAP:Warhammer	DESC:Gaerdal Ironhand ()	DOMAINS:Gnome,Good,Law,Protection,War|PREALIGN:LG,LN,NG	TYPE:Lesser	PANTHEON:Gnome	SOURCEPAGE:FRCS	
