SOURCELONG:Player's Guide to Faerun	SOURCESHORT:PGtF	SOURCEWEB:http://www.gozzilioni.net											
#													
# Class Name 1	Hit Dice (HD)	Type (TYPE:)	Abbreviation (ABB)	Max Level (MAXLEVEL)	Source Page (SOURCEPAGE)	Save checks bonus (Fortitude) (BONUS:CHECKS)	Save checks bonus (Reflex)	Save checks bonus (Will)	Combat bonus	EXCLASS	CONTIGUOUS	FINE	
2	ADD:SPELLCASTER|ANY			ABILITY:Special Ability|AUTOMATIC|Harper Knowledge|Harper Paragon Harper Knowledge|Favored Enemy (Evil)|Favored Bonus__Evil			BONUS:VAR|HarperParagonHarperKnowledgeLVL|CL						
3	ADD:SPELLCASTER|ANY			ABILITY:Special Ability|AUTOMATIC|Celestial Spell ~ archon|Celestial Spell ~ guardinal|Celestial Spell ~ eladrin									
4	ADD:SPELLCASTER|ANY		VFEAT:Exalted Companion	ABILITY:Special Ability|AUTOMATIC|Animal Companion			BONUS:VAR|CompLevel|CL						
5	ADD:SPELLCASTER|ANY			ABILITY:Special Ability|AUTOMATIC|Basic Harper Favored Enemy|Harper Paragon Favored Enemy			BONUS:VAR|HarperParagonFavoredEnemyLVL|CL						
6	ADD:SPELLCASTER|ANY			ABILITY:Special Ability|AUTOMATIC|Smite Evil|Harper Paragon Smite Evil			BONUS:VAR|HarperParagonSmiteEvilLVL|CL						
7	ADD:SPELLCASTER|ANY												
8	ADD:SPELLCASTER|ANY												
9	ADD:SPELLCASTER|ANY												
10	ADD:SPELLCASTER|ANY												
#													
CLASS:Maiden of Pain	HD:6	TYPE:Prestige	ABB:Mop	MAXLEVEL:10	SOURCEPAGE:PGtF	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/2+2	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL*3/4|TYPE=Base.REPLACE				
CLASS:Maiden of Pain	PREGENDER:Female	PRESKILL:1,Intimidate=4	PREFEAT:1,Violate Spell	PRESPELL:2,Masochism,Sadism	PREDEITY:1,Loviatar	PRETEXT:The candidate must have used the drug Agony (Liquid Pain)							
CLASS:Maiden of Pain	STARTSKILLPTS:4	CSKILL:Bluff|Concentration|TYPE.Craft|Diplomacy|Gather Information|Intimidate|Knowledge (Arcana)|Knowledge (Religion)|TYPE.Perform|TYPE.Profession|Sense Motive|Spellcraft|Use Rope											
1		ABILITY:Special Ability|AUTOMATIC|All Automatic Proficiencies|Maiden of Pain Weapon Proficiencies											
#													
1				ABILITY:Special Ability|AUTOMATIC|Agony Addiction|Lasher|Pain Touch|Maiden of Pain Pain Touch		DOMAIN:Pain		BONUS:VAR|MaidenOfPainPainTouchLVL|CL					
2	ADD:SPELLCASTER|Cleric												
3	ADD:SPELLCASTER|Cleric		VFEAT:Improved Trip										
4	ADD:SPELLCASTER|Cleric												
5	ADD:SPELLCASTER|Cleric												
6	ADD:SPELLCASTER|Cleric		VFEAT:Improved Disarm										
7	ADD:SPELLCASTER|Cleric												
8	ADD:SPELLCASTER|Cleric												
9	ADD:SPELLCASTER|Cleric												
10	ADD:SPELLCASTER|Cleric												
#													
CLASS:Martyr Champion of Ilmater	HD:10	TYPE:Prestige	ABB:Mac	MAXLEVEL:10	SOURCEPAGE:PGtF	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/2+2	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL*3/4|TYPE=Base.REPLACE				
CLASS:Martyr Champion of Ilmater	PREALIGN:LG	PRESKILL:1,Knowledge (Religion)=4	PRESKILL:1,TYPE.Strength=9,TYPE.Dexterity=9,TYPE.Constitution=9,TYPE.Intelligence=9,TYPE.Wisdom=9,TYPE.Charisma=9	PREFEAT:2,Endurance,Nimbus of Light	PREDEITY:1,Ilmater	PRETEXT:Must have died in heroic sacrifice and been returned to life.							
CLASS:Martyr Champion of Ilmater	STARTSKILLPTS:2	CSKILL:Climb|Concentration|TYPE.Craft|Heal|Knowledge (Religion)|TYPE.Profession|Ride|Spellcraft											
1		UDAM:1d1,1d2,1d3,1d4,1d6,1d8,2d6,3d6,4d6	VFEAT:Diehard|Improved Unarmed Strike										
2		UDAM:1d1,1d2,1d3,1d4,1d6,1d8,2d6,3d6,4d6		ABILITY:Special Ability|AUTOMATIC|Immunity To Fear			BONUS:ABILITYPOOL|Martyr Champion Ability|CL/2						
3		UDAM:1d1,1d2,1d3,1d4,1d6,1d8,2d6,3d6,4d6		ABILITY:Special Ability|AUTOMATIC|Greater Endurance									
4		UDAM:1d2,1d3,1d4,1d6,1d8,1d10,2d8,4d6,6d6		ABILITY:Special Ability|AUTOMATIC|Divine Grace									
5		UDAM:1d2,1d3,1d4,1d6,1d8,1d10,2d8,4d6,6d6		ABILITY:Special Ability|AUTOMATIC|Holy Suffering									
6		UDAM:1d2,1d3,1d4,1d6,1d8,1d10,2d8,4d6,6d6											
7		UDAM:1d2,1d3,1d4,1d6,1d8,1d10,2d8,4d6,6d6											DR:10/Evil
8		UDAM:1d3,1d4,1d6,1d8,1d10,2d8,3d8,5d8,8d8											
9		UDAM:1d3,1d4,1d6,1d8,1d10,2d8,3d8,5d8,8d8		ABILITY:Special Ability|AUTOMATIC|Communion|Sustenance									
10		UDAM:1d3,1d4,1d6,1d8,1d10,2d8,3d8,5d8,8d8											DR:15/Evil
#													
CLASS:Slime Lord	HD:8	TYPE:Prestige	ABB:Sll	MAXLEVEL:10	SOURCEPAGE:PGtF	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/2+2	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL*3/4|TYPE=Base.REPLACE				
CLASS:Slime Lord	PREALIGN:LE,NE,CE	PREATT:4	PRESKILL:1,Disguise=6	PREFEAT:1,Willing Deformity	PREDEITY:1,Ghaunadaur								
CLASS:Slime Lord	STARTSKILLPTS:4	CSKILL:Appraise|Bluff|TYPE.Craft|Disguise|Escape Artist|Forgery|Hide|Intimidate|Knowledge (Dungeoneering)|Move Silently|Survival											
1				ABILITY:Special Ability|AUTOMATIC|Paralytic Slime|Slime Lord Paralytic Slime|Pseudopods|Slime Lord Pseudopods			BONUS:VAR|SlimeLordParalyticSlimeLVL|CL	BONUS:VAR|SlimeLordPseudopodsLVL|CL					
2													
3				ABILITY:Special Ability|AUTOMATIC|Gaze|Charming Gaze|Slime Lord Charming Gaze			BONUS:VAR|SlimeLordCharmingGazeLVL|CL						
4				ABILITY:Special Ability|AUTOMATIC|Immunity To Sleep									
5				ABILITY:Special Ability|AUTOMATIC|Alter Self									TEMPLATE:Shapechanger
6													
7										DR:5/Slashing or Piercing			
8				ABILITY:Special Ability|AUTOMATIC|Immunity To Polymorph									
9													VISION:Blindsight (60')
10				ABILITY:Special Ability|AUTOMATIC|No Discernible Anatomy									
#													
CLASS:Yathrinshee	HD:4	TYPE:Prestige	ABB:Yat	MAXLEVEL:10	SOURCEPAGE:PGtF	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL/2|TYPE=Base.REPLACE				
CLASS:Yathrinshee	PREMULT:1,[PRERACE:1,Drow%],[PRERACE:1,RACESUBTYPE=Drow]	PREGENDER:1,Female	PRESKILL:2,Knowledge (Arcana)=7,Knowledge (Religion)=7	PRESKILL:1,Perform (Sing)=3	PREFEAT:1,Lichloved,Spell Focus(Necromancy)	PRESPELL:2,Animate Dead,Spectral Hand	PREDEITY:1,Kiaransalee						
CLASS:Yathrinshee	STARTSKILLPTS:2	CSKILL:Concentration|TYPE.Craft|TYPE.Knowledge|TYPE.Profession|Search|Spellcraft											
1				ABILITY:Special Ability|AUTOMATIC|Yathrinshee Rebuke Undead|Necromancer			BONUS:VAR|YathrinsheeRebukeUndeadLVL|CL						
2	ADD:SPELLCASTER|Arcane	ADD:SPELLCASTER|Divine		ABILITY:Special Ability|AUTOMATIC|Threnody|Yathrinshee Threnody									
3	ADD:SPELLCASTER|Arcane	ADD:SPELLCASTER|Divine											
4				ABILITY:Special Ability|AUTOMATIC|Death Ward									
5	ADD:SPELLCASTER|Arcane	ADD:SPELLCASTER|Divine		ABILITY:Special Ability|AUTOMATIC|Curse of the Revenancer									
6	ADD:SPELLCASTER|Arcane	ADD:SPELLCASTER|Divine											
7				ABILITY:Special Ability|AUTOMATIC|Zone of Desecration|Yathrinshee Zone of Desecration									
8	ADD:SPELLCASTER|Arcane	ADD:SPELLCASTER|Divine											
9	ADD:SPELLCASTER|Arcane	ADD:SPELLCASTER|Divine											
10				ABILITY:Special Ability|AUTOMATIC|Keening (Su)									
