SOURCELONG:Draconomicon	SOURCESHORT:Drac	SOURCEWEB:http://www.gozzilioni.net																														
																																
###Block: Proficiencies																																
# Ability Name	Category of Ability	Type	Visible	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Hidecarved Increased Spell Resistance	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:HidecarvedIncreasedSpellResistanceLVL|0					BONUS:VAR|IncreasedSpellResistanceBonus|HidecarvedIncreasedSpellResistanceLVL																		SOURCEPAGE:Drac
Hidecarved Natural Armor	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:HidecarvedNaturalArmorLVL|0					BONUS:COMBAT|AC|((HidecarvedNaturalArmorLVL/4)*2)|TYPE=NaturalArmor																		SOURCEPAGE:Drac
Hidecarved Wholeness of Body	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:HidecarvedWholenessOfBodyLVL|0					BONUS:VAR|WholenessBody|HidecarvedWholenessOfBodyLVL*3																		SOURCEPAGE:Drac
Sacred Warder Smite Evil Dragons	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:SacredWarderSmiteEvilDragonLVL|0					BONUS:VAR|SmiteEvilDragons|((SacredWarderSmiteEvilDragonLVL+2)/4)	BONUS:VAR|SmiteEvilDragonsDamage|SacredWarderSmiteEvilDragonLVL																	SOURCEPAGE:Drac
Sacred Warder Aura Of Courage	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:SacredWarderAuraOfCourageLVL|0					BONUS:VAR|AuraOfCourageRadius|30*DragonAge	BONUS:VAR|AuraOfCourageBonus|SacredWarderAuraOfCourageLVL																	SOURCEPAGE:Drac
Sacred Warder Sacred Shield	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:SacredWarderSacredShieldLVL|0					BONUS:VAR|SacredShieldPerDay|3	BONUS:VAR|SacredShieldDuration|10*SacredWarderSacredShieldLVL																	SOURCEPAGE:Drac
Sacred Warder Area Sacred Shield	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO											BONUS:VAR|AreaSacredShieldRadius|30																		SOURCEPAGE:Drac
Unholy Ravager Smite	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:EXPORT	DESC:An unholy ravager of Tiamat add its class levels to its cleric levels to determine it bonus on damage when using smite ability granted by Destruction domain.	DESC:+%1 with one normal melee attack for +%2 extra damge %3/day|SmiteAnyToHit|SmiteAnyDamage|SmiteAnyTimes				DEFINE:SmiteAnyToHit|0	DEFINE:SmiteAnyDamage|0	DEFINE:UnholyRavagerSmiteLVL|0			BONUS:VAR|SmiteAnyToHit|4	BONUS:VAR|SmiteAnyDamage|UnholyRavagerSmiteLVL+classlevel("Cleric")	BONUS:VAR|SmiteAnyTimes|UnholyRavagerSmiteLVL/4																SOURCEPAGE:Drac
Unholy Ravager Profane Blast	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO											BONUS:VAR|ProfaneBlastPerDay|3																		SOURCEPAGE:Drac
Dracolyte Summon Dragon	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO											BONUS:VAR|SummonDragonPerDay|1																		SOURCEPAGE:Drac
Dragonkith Scales	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:DragonkithScalesLVL|0					BONUS:VAR|ScalesACBonus|(DragonkithScalesLVL+2)/3																		SOURCEPAGE:Drac
Dragonkith Mighty Attack	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:DragonkithMightyAttackLVL|0					BONUS:VAR|MightyAttack|((DragonkithMightyAttackLVL+1)/3)	BONUS:VAR|MightyAttackPerDay|1																	SOURCEPAGE:Drac
Dragonkith Detect Treasure	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO											BONUS:VAR|DetectTreasurePerDay|1																		SOURCEPAGE:Drac
Dragonkith Resistance	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:DragonkithResistanceLVL|0	DEFINE:DragonkithResistanceBase|0				BONUS:VAR|DragonkithResistanceBase|5	BONUS:VAR|DragonkithResistanceBase|5|PREVARGTEQ:DragonkithResistanceLVL,7	BONUS:VAR|DragonkithResistanceBase|5|PREVARGTEQ:DragonkithResistanceLVL,9																SOURCEPAGE:Drac
Dragonkith Sorcerous Knack	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO											BONUS:VAR|SorcerousKnackPerDay|1																		SOURCEPAGE:Drac
Dragonrider Dragonriding	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:DragonriderDragonridingLVL|0					BONUS:VAR|DragonridingBonus|DragonriderDragonridingLVL																		SOURCEPAGE:Drac
Dragonslayer Damage Bonus	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:DragonslayerDamageBonusLVL|0					BONUS:VAR|DamageBonusDragonsHP|DragonslayerDamageBonusLVL																		SOURCEPAGE:Drac
Dragonslayer Overcome Draconic Spell Resistance	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:DragonslayerOvercomeDraconicSpellResistanceLVL|0					BONUS:VAR|OvercomeDraconicSpellResistance|DragonslayerOvercomeDraconicSpellResistanceLVL																		SOURCEPAGE:Drac
Dragonslayer DR	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:DragonslayerDR|0	DEFINE:DragonslayerDRLVL|0				BONUS:VAR|DragonslayerDR|DragonslayerDRLVL/3									DR:DragonslayerDR/-									SOURCEPAGE:Drac
Dragonslayer Resistance	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:DragonslayerResistanceLVL|0					DEFINE:AcidResistanceBonus|DragonslayerResistanceLVL/5	DEFINE:ColdResistanceBonus|DragonslayerResistanceLVL/5	DEFINE:FireResistanceBonus|DragonslayerResistanceLVL/5	DEFINE:SonicResistanceBonus|DragonslayerResistanceLVL/5															SOURCEPAGE:Drac
Dragonslayer True Strike Dragons	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO											BONUS:VAR|TrueStrikeDragonsPerDay|1																		SOURCEPAGE:Drac
Dragonsong Greater Dragonsong	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:GreaterDragonsongLVL|0					DEFINE:GreaterDragonsongDC|10+CHA+GreaterDragonsongLVL																		SOURCEPAGE:Drac
Dragonstalker Hunting Bonus	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:DragonstalkerHuntingBonusLVL|0					BONUS:VAR|HuntingBonus|DragonstalkerHuntingBonusLVL																		SOURCEPAGE:Drac
Dragonstalker Dragons Sneak Attack	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:DragonstalkerDragonsSneakAttackLVL|0					BONUS:VAR|DragonsSneakAttackDice|((DragonstalkerDragonsSneakAttackLVL/2)*2)																		SOURCEPAGE:Drac
Dragonstalker Ignore Natural Armor	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:DragonstalkerIgnoreNaturalArmorLVL|0					BONUS:VAR|IgnoreNaturalArmorPerDay|(DragonstalkerIgnoreNaturalArmorLVL+1)/4																		SOURCEPAGE:Drac
Dragonstalker Foil blindsense	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO											BONUS:VAR|FoilBlindsensePerDay|1																		SOURCEPAGE:Drac
Hoardstealer Trap Sense	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:HoardstealerTrapSenseLVL|0					BONUS:VAR|TrapSense|((HoardstealerTrapSenseLVL)/3)*2																		SOURCEPAGE:Drac
Hoardstealer Deep Pockets	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:HoardstealerDeepPocketsLVL|0					BONUS:VAR|DeepPocketsPerDay|1	BONUS:VAR|DeepPocketsDuration|HoardstealerDeepPocketsLVL																	SOURCEPAGE:Drac
Hoardstealer Treasure Dowsing	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:HoardstealerTreasureDowsingLVL|0					BONUS:VAR|TreasureDowsingPerDay|((HoardstealerTreasureDowsingLVL-1)/3)																		SOURCEPAGE:Drac
Initiate Frightfull Presence	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:InitiateFrightfulPresenceLVL|0					BONUS:VAR|FrightfulPresRange|30*max(1,CHA)	BONUS:VAR|FrightfulPresenceDC|InitiateFrightfulPresenceLVL																	SOURCEPAGE:Drac
Initiate Spell Resistance	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:InitiateSR|0														SR:15+InitiateSR									SOURCEPAGE:Drac
Initiate Dragonshape	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO											BONUS:VAR|DragonshapePerDay|1																		SOURCEPAGE:Drac
Platinum Knight Smite Evil Dragons	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:PlatinumKnightSmiteEvilDragonLVL|0					BONUS:VAR|SmiteEvilDragons|((PlatinumKnightSmiteEvilDragonLVL+2)/3)	BONUS:VAR|SmiteEvilDragonsDamage|SacredWarderSmiteEvilDragonLVL																	SOURCEPAGE:Drac
Platinum Knight Platinum Scales	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:PlatinumKnightPlatinumScalesLVL|0					BONUS:VAR|PlatinumScalesAC|((PlatinumKnightPlatinumScalesLVL+5)/6)																		SOURCEPAGE:Drac
Talon of Tiamat Breath Weapon	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:TalonOfTiamatBreathWeaponLVL|0					BONUS:VAR|BreathWeaponDC|TalonOfTiamatBreathWeaponLVL	BONUS:VAR|BreathWeaponCone|5*(SIZE-3)																	SOURCEPAGE:Drac
Talon of Tiamat Voice of the Dragon	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:TalonOfTiamatVoiceOfTheDragonLVL|0					BONUS:VAR|VoiceOfTheDragonBonus|(((TalonOfTiamatVoiceOfTheDragonLVL+2)/4)*2)																		SOURCEPAGE:Drac
Talon of Tiamat Frightfull Presence	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:TalonOfTiamatFrightfulPresenceLVL|0					BONUS:VAR|FrightfulPresRange|30*max(1,CHA)	BONUS:VAR|FrightfulPresenceDC|TalonOfTiamatFrightfulPresenceLVL																	SOURCEPAGE:Drac
Talon of Tiamat Dominate Dragon	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO											BONUS:VAR|DominateDragonPerDay|1																		SOURCEPAGE:Drac
Battle Dragon Inspire Courage	CATEGORY:Special Ability	TYPE:SpecialQuality.Supernatural	VISIBLE:YES	DESC:+%1 to saves against charm or fear effects and +%2 morale bonus on attack and +%3 morale damage rolls (as long as the ally hears the battle dragon sing and for %4 rounds thereafter).|InspireCourageSaves|InspireCourageAttack|InspireCourageDamage|InspireCourageDuration		SERVESAS:ABILITY=Special Ability|Bardic Inspire Courage			DEFINE:InspireCourageDuration|InspireDurationBase	DEFINE:InspireCourageSaves|0	DEFINE:InspireCourageAttack|0	DEFINE:InspireCourageDamage|0	DEFINE:InspireCourageLVL|0	BONUS:VAR|InspireCourageSaves|2	BONUS:VAR|InspireCourageAttack,InspireCourageDamage|1	BONUS:VAR|InspireCourageLVL|BardicMusicLvl																SOURCEPAGE:Drac
Battle Dragon Battle Fury	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO											DEFINE:BattleDragonBattleFuryTimesLVL|0	BONUS:VAR|BattleFuryTimes|1																	SOURCEPAGE:Drac
Ethereal Dragon Summon Ethereal Cyclones	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO											BONUS:VAR|SummonEtherealCyclones|1																		
Oceanus Dragon Smite Evil	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:OceanusDragonSmiteEvilLVL|0					BONUS:VAR|SmiteEvil|1	BONUS:VAR|SmiteEvilDamage|OceanusDragonSmiteEvilLVL																	
Radiant Dragon Healing Touch	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO											BONUS:VAR|HealingTouchPerDay|1																		
Shadowon Dragon Create Shadows	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO											BONUS:VAR|CreateShadowsPerDay|3																		
