SOURCELONG:Player's Guide to Faerun	SOURCESHORT:PGtF	SOURCEWEB:http://www.gozzilioni.net																			
																					
###Block:Rods																					
# Equipment Name	Output Name	Type	Cost	Weight	Base Item for EQMOD		Source Page	Required Proficiency	Alternative Type	Critical Hit Multiplier	Critical Hit Range	Damage	Alternative Critical	Alternative Critical Range	Alternative Damage	Modifier	Wield Category	Size	Virtual Feat	Special Property	
Rod (Substitution/Fire)	OUTPUTNAME:Metamagic Rod of [NAME]	TYPE:Magic.Rod	COST:10500	WT:5	BASEITEM:Rod		SOURCEPAGE:CA														
Rod (Substitution/Greater/Fire)	OUTPUTNAME:Metamagic Rod of [NAME]	TYPE:Magic.Rod	COST:24300	WT:5	BASEITEM:Rod		SOURCEPAGE:CA														
																					
# Equipment Name																					
Staff (Entrapment)	OUTPUTNAME:Staff of [NAME]	TYPE:Magic.Staff	COST:36750	WT:5	BASEITEM:Staff	EQMOD:CHARGED_ITEM_50|CHARGES[50]	SOURCEPAGE:CA														
Staff (Ethereal Action)	OUTPUTNAME:Staff of [NAME]	TYPE:Magic.Staff	COST:57300	WT:5	BASEITEM:Staff	EQMOD:CHARGED_ITEM_50|CHARGES[50]	SOURCEPAGE:CA														
Staff (Eyes)	OUTPUTNAME:Staff of [NAME]	TYPE:Magic.Staff	COST:34700	WT:5	BASEITEM:Staff	EQMOD:CHARGED_ITEM_50|CHARGES[50]	SOURCEPAGE:CA														
Staff (Fiendish Darkness)	OUTPUTNAME:Staff of [NAME]	TYPE:Magic.Staff	COST:98200	WT:5	BASEITEM:Staff	EQMOD:CHARGED_ITEM_50|CHARGES[50]	SOURCEPAGE:CA														
Staff (Mastery)	OUTPUTNAME:Staff of [NAME]	TYPE:Magic.Staff.Weapon.Simple.Melee.Bludgeoning.Standard.Double.Quarterstaff	COST:223000	WT:5	BASEITEM:Staff	EQMOD:CHARGED_ITEM_50|CHARGES[50].MWORKW.PLUS4W.LAW_M.CLOUT_M	SOURCEPAGE:CA	PROFICIENCY:WEAPON|Quarterstaff	ALTTYPE:Weapon.Melee.Bludgeoning	CRITMULT:x2	CRITRANGE:1	DAMAGE:1d6	ALTCRITMULT:x2	ALTCRITRANGE:1	ALTDAMAGE:1d6	ALTEQMOD:MWORKW.PLUS1W	WIELD:TwoHanded	SIZE:M			
Staff (Night)	OUTPUTNAME:Staff of [NAME]	TYPE:Magic.Staff	COST:30000	WT:5	BASEITEM:Staff	EQMOD:CHARGED_ITEM_50|CHARGES[50]	SOURCEPAGE:CA														
Staff (Opening)	OUTPUTNAME:Staff of [NAME]	TYPE:Magic.Staff	COST:42200	WT:5	BASEITEM:Staff	EQMOD:CHARGED_ITEM_50|CHARGES[50]	SOURCEPAGE:CA														
Staff (Skulls)	OUTPUTNAME:Staff of [NAME]	TYPE:Magic.Staff	COST:39200	WT:5	BASEITEM:Staff	EQMOD:CHARGED_ITEM_50|CHARGES[50]	SOURCEPAGE:CA														
Staff (Transportation)	OUTPUTNAME:Staff of [NAME]	TYPE:Magic.Staff	COST:67500	WT:5	BASEITEM:Staff	EQMOD:CHARGED_ITEM_50|CHARGES[50]	SOURCEPAGE:CA														
Staff (Vision)	OUTPUTNAME:Staff of [NAME]	TYPE:Magic.Staff	COST:42800	WT:5	BASEITEM:Staff	EQMOD:CHARGED_ITEM_50|CHARGES[50]	SOURCEPAGE:CA														
