SOURCELONG:Monster Manual	SOURCESHORT:MM	SOURCEWEB:http://www.gozzilioni.net																														
																																
###Block: Proficiencies																																
# Ability Name	Category of Ability	TYPE:	Visible	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Training	CATEGORY:Special Ability	TYPE:GiantEagleRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Training DC 25 Handle Animal check. Require an exotic saddle. Professional trainers charge 1000 gp to rear or train.	KEY:Giant Eagle ~ Training																											SOURCEPAGE:MM
																																
Race Traits ~ Nessian Warhound ~ MM	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Nessian Warhound ~ MM ~ Breath Weapon|Nessian Warhound ~ MM ~ Skills|Nessian Warhound ~ MM ~ Natural Weapons|Scent|Nessian Warhound ~ MM ~ Skills	ABILITY:Special Ability|AUTOMATIC|Nessian Warhound ~ MM ~ Fiery Bite|PRESIZELTEQ:M	ABILITY:Special Ability|AUTOMATIC|Nessian Warhound ~ MM ~ Fiery Bite Large|PRESIZEEQ:L	ABILITY:Special Ability|AUTOMATIC|Nessian Warhound ~ MM ~ Fiery Bite Huge|PRESIZEGTEQ:H																										
Breath Weapon	CATEGORY:Special Ability	TYPE:NessianWarhoundMMRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:%1' Cone of Fire %2d%3 fire Ref DC %4 half|BreathWeaponCone|BreathWeaponDice|BreathWeaponDamageDie|BreathWeaponDC	KEY:Nessian Warhound ~ MM ~ Breath Weapon									BONUS:VAR|BreathWeaponCone|10	BONUS:VAR|BreathWeaponDice|2	BONUS:VAR|BreathWeaponDamageDie|6	BONUS:VAR|BreathWeaponDice|1|PRESIZEGTEQ:L	BONUS:VAR|BreathWeaponDice|1|PRESIZEGTEQ:H					BONUS:VAR|BreathWeaponDC|DefaultDCCon	BONUS:VAR|BreathWeaponDC|2|PREFEAT:1,Ability Focus(Breath Weapon)	ABILITY:Ability Focus|AUTOMATIC|Breath Weapon							SOURCEPAGE:MM
Fiery Bite	CATEGORY:Special Ability	TYPE:NessianWarhoundMMRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A Nessian Warhound deals an extra 1d6 points of fire damage every time it bites an opponent, as if its bite were a flaming weapon.	KEY:Nessian Warhound ~ MM ~ Fiery Bite																											SOURCEPAGE:MM
Fiery Bite	CATEGORY:Special Ability	TYPE:NessianWarhoundMMRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A Nessian Warhound deals an extra 1d8 points of fire damage every time it bites an opponent, as if its bite were a flaming weapon.	KEY:Nessian Warhound ~ MM ~ Fiery Bite Large																											SOURCEPAGE:MM
Fiery Bite	CATEGORY:Special Ability	TYPE:NessianWarhoundMMRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A Nessian Warhound deals an extra 1d10 points of fire damage every time it bites an opponent, as if its bite were a flaming weapon.	KEY:Nessian Warhound ~ MM ~ Fiery Bite Huge																											SOURCEPAGE:MM
Natural Weapons	CATEGORY:Special Ability	TYPE:NessianWarhoundMMRaceTrait.SpecialQuality	VISIBLE:YES	DESC:An Nessian Warhound ~ MM's natural weapons, as well as any weapons it wields, are treated as evil-aligned and lwful-aligned for the purpose of overcoming damage reduction.	KEY:Nessian Warhound ~ MM ~ Natural Weapons																											SOURCEPAGE:MM
Skills	CATEGORY:Special Ability	TYPE:NessianWarhoundMMRaceTrait.SpecialQuality	VISIBLE:YES	DESC:+5 racial bonus on Hide and Move Silently checks. +8 racial bonus on Survival checks when traking by scent, due to their keen sense of smell.	KEY:Nessian Warhound ~ MM ~ Skills									BONUS:SKILL|Hide,Move Silently|5|TYPE=Racial	BONUS:SITUATION|Survival=Track by Scent|8|TYPE=Racial																	SOURCEPAGE:MM
																																
Race Traits ~ Githyanki	CATEGORY:Internal	TYPE:Special	AUTO:LANG|Githyanki	AUTO:FEAT|Alertness	ABILITY:Special Ability|AUTOMATIC|Githyanki ~ Psionics|Githyanki ~ Red Dragon Pact|Githyanki ~ Spell Resistance																											
Psionics	CATEGORY:Special Ability	TYPE:GithyankiRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Githyanki ~ Psionics																		SPELLS:Innate|TIMES=3|CASTERLEVEL=TL|Daze,10+CHA|Mage Hand	SPELLS:Innate|TIMES=3|CASTERLEVEL=TL|Blur|PRELEVEL:MIN=3	SPELLS:Innate|TIMES=3|CASTERLEVEL=TL|Dimension Door|PRELEVEL:MIN=6	SPELLS:Innate|TIMES=3|CASTERLEVEL=TL|Telekinesis,15+CHA|PRELEVEL:MIN=9	SPELLS:Innate|TIMES=1|CASTERLEVEL=TL|Plane Shift,17+CHA|PRELEVEL:MIN=9					SOURCEPAGE:MM
Red Dragon Pact	CATEGORY:Special Ability	TYPE:GithyankiRaceTrait.SpecialQuality	VISIBLE:YES	DESC:+4 racial bonus to Diplomacy checks when dealing with Red Dragons.	KEY:Githyanki ~ Red Dragon Pact									BONUS:SITUATION|Diplomacy=Dealing with Red Dragons|4|TYPE=Racial																		SOURCEPAGE:MM
Spell Resistance	CATEGORY:Special Ability	TYPE:GithyankiRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Spell resistance equal to 5+class levels.	KEY:Githyanki ~ Spell Resistance																		SR:TL+5									SOURCEPAGE:MM
																																
Race Traits ~ Githzerai	CATEGORY:Internal	TYPE:Special	AUTO:LANG|Githzerai		ABILITY:Special Ability|AUTOMATIC|Githyanki ~ Psionics																											
Psionics	CATEGORY:Special Ability	TYPE:GithyankiRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Githyanki ~ Psionics																		SPELLS:Innate|TIMES=3|CASTERLEVEL=TL|Daze,10+CHA|Feather Fall|Shatter,12+CHA	SPELLS:Innate|TIMES=1|CASTERLEVEL=TL|Plane Shift,17+CHA|PRELEVEL:MIN=11								SOURCEPAGE:MM
Inertial Armor	CATEGORY:Special Ability	TYPE:GithyankiRaceTrait.SpecialQuality.SpellLike	VISIBLE:YES		KEY:Githyanki ~ Inertial Armor									BONUS:COMBAT|AC|4|TYPE=Armor																		SOURCEPAGE:MM
Spell Resistance	CATEGORY:Special Ability	TYPE:GithyankiRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Spell resistance equal to 5+class levels.	KEY:Githyanki ~ Spell Resistance																		SR:TL+5									SOURCEPAGE:MM
																																
CATEGORY=Internal|Race Traits ~ Griffon.MOD	ABILITY:Special Ability|AUTOMATIC|Griffon ~ Training																															
Training	CATEGORY:Special Ability	TYPE:GriffonRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Training DC 25 Handle Animal check. Require an exotic saddle. Professional trainers charge 1500 gp to rear or train.	KEY:Griffon ~ Training																											SOURCEPAGE:MM
																																
Race Traits ~ Avoral ~ MM	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability|Avoral ~ MM ~ Natural Weapons|Avoral ~ MM ~ Spell-Like Abilities|Avoral ~ MM ~ Fear Aura|Avoral ~ MM ~ True Seeing|Avoral ~ MM ~ Skills											BONUS:VAR|Maneuverability|4|TYPE=Racial																		
Natural Weapons	CATEGORY:Special Ability	TYPE:AvoralMMRaceTrait.SpecialQuality	VISIBLE:YES	DESC:An Avoral's natural weapons, as well as any weapons it wields, are treated as good-aligned for the purpose of overcoming damage reduction.	KEY:Avoral ~ MM ~ Natural Weapons																											SOURCEPAGE:MM
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:AvoralMMRaceTrait.SpecialQuality.SpellLike	VISIBLE:YES		KEY:Avoral ~ MM ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=8|Aid|Blur|Command,11+CHA|Detect Magic|Dimension Door|Dispel Magic|Gust of Wind,12+CHA|Hold Person,13+CHA|Light|Magic Circle against Evil|Magic Missile|See Invisibility	SPELLS:Innate|TIMES=3|CASTERLEVEL=8|Lightning Bolt,13+CHA								SOURCEPAGE:MM
Fear Aura	CATEGORY:Special Ability	TYPE:AvoralMMRaceTrait.SpecialQuality.Supernatural.Aura	VISIBLE:YES	DESC:%1/day (%2 radius, Will DC %3 negates)|FearAuraTimes|FearAuraRadius|FearAuraDC	KEY:Avoral ~ MM ~ Fear Aura				DEFINE:FearAuraTimes|0	DEFINE:FearAuraRadius|0	DEFINE:FearAuraDC|0			BONUS:VAR|FearAuraTimes|1	BONUS:VAR|FearAuraRadius|20	BONUS:VAR|FearAuraDC|DefaultDCCha																SOURCEPAGE:MM
True Seeing	CATEGORY:Special Ability	TYPE:AvoralMMRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES		KEY:Avoral ~ MM ~ True Seeing																											SOURCEPAGE:MM
Skills	CATEGORY:Special Ability	TYPE:AvoralMMRaceTrait.SpecialQuality	VISIBLE:YES	DESC:+8 racial bonus to Spot checks.	KEY:Avoral ~ MM ~ Skills									BONUS:SKILL|Spot|8|TYPE=Racial																		SOURCEPAGE:MM
																																
Race Traits ~ Leonal ~ MM	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Leonal ~ MM ~ Natural Weapons|Leonal ~ MM ~ Roar|Leonal ~ MM ~ Pounce|Leonal ~ MM ~ Improved Grab|Leonal ~ MM ~ Rake|Leonal ~ MM ~ Spell-Like Abilities|Leonal ~ MM ~ Protective Aura|Leonal ~ MM ~ Skills																													
Natural Weapons	CATEGORY:Special Ability	TYPE:LeonalMMRaceTrait.SpecialQuality	VISIBLE:YES	DESC:An Leonal's natural weapons, as well as any weapons it wields, are treated as good-aligned for the purpose of overcoming damage reduction.	KEY:Leonal ~ MM ~ Natural Weapons																											SOURCEPAGE:MM
Roar	CATEGORY:Special Ability	TYPE:LeonalMMRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:%1/day like Holy Word spell plus 2d6 points of sonic damage (%2 radius, Fort DC %3 negates)|RoarTimes|RoarRadius|RoarDC	KEY:Leonal ~ MM ~ Roar				DEFINE:RoarTimes|0	DEFINE:RoarRadius|0	DEFINE:RoarDC|0			BONUS:VAR|RoarTimes|3	BONUS:VAR|RoarRadius|60	BONUS:VAR|RoarDC|DefaultDCCha	BONUS:VAR|RoarDC|2|PREFEAT:1,Ability Focus(Roar)						ABILITY:Ability Focus|AUTOMATIC|Roar									SOURCEPAGE:MM
Pounce	CATEGORY:Special Ability	TYPE:LeonalMMRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:If a Leonal charges a foe, it can make a full attack, including two rake attacks.	KEY:Leonal ~ MM ~ Pounce																											SOURCEPAGE:MM
Improved Grab	CATEGORY:Special Ability	TYPE:LeonalMMRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:To use this ability, a Leonal must hit with its bite attack. It can then attempt to start a grapple as a free action without provoking an attack of opportunity. If it wins the grapple check, it establishes a hold and can rake.	KEY:Leonal ~ MM ~ Improved Grab																											SOURCEPAGE:MM
Rake	CATEGORY:Special Ability	TYPE:LeonalMMRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:+20 melee, 1d6+8 damage.	KEY:Leonal ~ MM ~ Rake																											SOURCEPAGE:MM
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:LeonalMMRaceTrait.SpecialAttack	VISIBLE:YES		KEY:Leonal ~ MM ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=10|Detect Thoughts,12+CHA|Fireball,13+CHA|Hold Monster,15+CHA|Polymorph,14+CHA|Wall of Force,15+CHA	SPELLS:Innate|TIMES=3|CASTERLEVEL=10|Cure Critical Wounds,14+CHA|Neutralize Poison|Remove Disease	SPELLS:Innate|TIMES=1|CASTERLEVEL=10|Heal,16+CHA							SOURCEPAGE:MM
Protective Aura	CATEGORY:Special Ability	TYPE:LeonalMMRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Against attacks made or effects created by evil creatures, this ability provides a +4 deflection bonus to AC and a +4 resistance bonus on saving throws to anyone within 20 feet of the leonal. Otherwise, it functions as a magic circle against evil effect and a lesser globe of invulnerability, both with a radius of 20 feet (caster level equals leonal's HD). (The defensive benefits from the circle are not included in a leonal's statistics block.)	KEY:Leonal ~ MM ~ Protective Aura																											SOURCEPAGE:MM
Skills	CATEGORY:Special Ability	TYPE:LeonalMMRaceTrait.SpecialQuality	VISIBLE:YES	DESC:+4 racial bonus on Balance, Hide and Move Silently checks.	KEY:Leonal ~ MM ~ Skills									BONUS:SKILL|Balance,Hide,Move Silently|4|TYPE=Racial																		SOURCEPAGE:MM
																																
CATEGORY=Internal|Race Traits ~ Hippogriff.MOD	ABILITY:Special Ability|AUTOMATIC|Hippogriff ~ Training																															
Training	CATEGORY:Special Ability	TYPE:HippogriffRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Training DC 25 Handle Animal check. Require an exotic saddle. Professional trainers charge 1000 gp to rear or train.	KEY:Hippogriff ~ Training																											SOURCEPAGE:MM
																																
Race Traits ~ Kuo-Toa	CATEGORY:Internal	TYPE:Special	AUTO:FEAT|Alertness	AUTO:LANG|Kuo-Toan|Undercommon|Aquan	ABILITY:Special Ability|AUTOMATIC|Kuo-Toa ~ Lightning Bolt|Kuo-Toa ~ Adhesive|Kuo-Toa ~ Amphibious|Kuo-Toa ~ Keen Sight|Kuo-toa ~ Light Blindness|Kuo-Toa ~ Slippery|Kuo-Toa ~ Skills|Immunity To Poison|Immunity To Paralysis|Resistance To Electricity									BONUS:VAR|ElectricityResistanceBonus|10	BONUS:VAR|DarkvisionRange|-60|TYPE=Racial																	
Lightning Bolt	CATEGORY:Special Ability	TYPE:KuoToaRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Two or more kuo-toan clerics (whips) operating together can generate a stroke of lightning every 1d4 rounds. Deals 1d6 electricity damage/whip (Ref DC %1+whips halves)|LightningBoltDC	KEY:Kuo-Toa ~ Lightning Bolt				DEFINE:LightningBoltDC|0					BONUS:VAR|LightningBoltDC|DefaultDCCha	BONUS:VAR|LightningBoltDC|2|PREFEAT:1,Ability Focus(Lightning Bolt)								ABILITY:Ability Focus|AUTOMATIC|Lightning Bolt									SOURCEPAGE:MM
Adhesive	CATEGORY:Special Ability	TYPE:KuoToaRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES		KEY:Kuo-Toa ~ Adhesive																											SOURCEPAGE:MM
Amphibious	CATEGORY:Special Ability	TYPE:KuoToaRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES		KEY:Kuo-Toa ~ Amphibious																											SOURCEPAGE:MM
Keen Sight	CATEGORY:Special Ability	TYPE:KuoToaRaceTrait.SpecialQuality.Extraordinary.Vision	VISIBLE:YES	DESC:Kuo-Toa has excellent vision thanks to their two independently focusing eyes. Their eyesight is so keen that thay can spot a moving object or creature even if it is invisible or ethereal.	KEY:Kuo-Toa ~ Keen Sight																											SOURCEPAGE:MM
Light Blindness	CATEGORY:Special Ability	TYPE:KuoToaRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Abrupt exposure to bright light (such as sunlight or Daylight spell) blinds Kuo-toa for 1 round. On subbsequent rounds they are dazzed while operatinf in bright light.	KEY:Kuo-Toa ~ Light Blindness																											SOURCEPAGE:MM
Slippery	CATEGORY:Special Ability	TYPE:KuoToaRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:All Kuo-Toas secrete an oily film that makes them difficult to grapple or snare.	KEY:Kuo-Toa ~ Slippery																											SOURCEPAGE:MM
Skills	CATEGORY:Special Ability	TYPE:KuoToaRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:+8 racial bonus on Escape Artist checks and +4 racial bonus on Spot and Search checks. +8 racial bonus on any Swim checks to perform some special action or avoid hazard. It can always take 10 on a Swim check, even if distracted or endangered. It can use the run action while swimming, provided it swim in a straight line.	KEY:Kuo-Toa ~ Skills									BONUS:SKILL|Escape Artist|8|TYPE=Racial	BONUS:SKILL|Spot,Search|4|TYPE=Racial	BONUS:SITUATION|Swim=Perform some special action or avoid hazard|8|TYPE=Racial																SOURCEPAGE:MM
																																
Race Traits ~ Mind Flayer	CATEGORY:Internal	TYPE:Special	AUTO:LANG|Undercommon	ABILITY:Special Ability|AUTOMATIC|Mind Flayer ~ Mind Blast|Mind Flayer ~ Psionics|Mind Flayer ~ Improved Grab|Mind Flayer ~ Extract|Telepathy										BONUS:VAR|TelepathyRange|100																		
Mind Blast	CATEGORY:Special Ability	TYPE:MindFlayerRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Psionic attack in a cone of 60-feet. Will DC %1 or be stunned for 3d4 rounds. This ability is equivalent to 4th level spell.|DefaultSpellDCCha+4	KEY:Mind Flayer ~ Mind Blast																											SOURCEPAGE:MM
Psionics	CATEGORY:Special Ability	TYPE:MindFlayerRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Mind Flayer ~ Psionics																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=8|Charm Monster,14+CHA|Detect Thoughts,12+CHA|Levitate|Plane Shift,17+CHA|Suggestion,13+CHA									SOURCEPAGE:MM
Improved Grab	CATEGORY:Special Ability	TYPE:MindFlayerRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:To use this ability, a Mind Flayer must hit a Small, Medium or Large creature with its tentacle attack. It can then attempt to start a grapple as a free action without provoking an attack of opportunity. If it wins the grapple check, it establishes a hold and can attach the tentacle to the opponent's head.	KEY:Mind Flayer ~ Improved Grab																											SOURCEPAGE:MM
Extract	CATEGORY:Special Ability	TYPE:MindFlayerRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A Mind Flayer that begin its turn with all four tentacles attached and that makes a successfull grapple check automatically extracts the opponent's brain, instantly killing that creature.	KEY:Mind Flayer ~ Extract																											SOURCEPAGE:MM
																																
CATEGORY=Internal|Race Traits ~ Owl (Giant).MOD	ABILITY:Special Ability|AUTOMATIC|Giant Owl ~ Training																															
Training	CATEGORY:Special Ability	TYPE:GiantOwlRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Training DC 25 Handle Animal check. Require an exotic saddle. Professional trainers charge 1000 gp to rear or train.	KEY:Giant Owl ~ Training																											SOURCEPAGE:MM
																																
CATEGORY=Internal|Race Traits ~ Pegasus.MOD	ABILITY:Special Ability|AUTOMATIC|Pegasus ~ Training																															
Training	CATEGORY:Special Ability	TYPE:PegasusRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Training DC 25 Handle Animal check. Require an exotic saddle. Professional trainers charge 1000 gp to rear or train.	KEY:Pegasus ~ Training																											SOURCEPAGE:MM
																																
Race Traits ~ Red Slaad	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Red Slaad ~ Pounce|Red Slaad ~ Implant|Red Slaad ~ Stunning Croak|Red Slaad ~ Summon Slaad|Fast Healing											BONUS:VAR|FastHealing|5																		
Pounce	CATEGORY:Special Ability	TYPE:RedSlaadRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:If a Red Slaad charges, it can make a full attack in the same round.	KEY:Red Slaad ~ Pounce																											SOURCEPAGE:MM
Implant	CATEGORY:Special Ability	TYPE:RedSlaadRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A Red Slaad that hits with a claw attack can inject an egg pellet into the opponent's body. Fort DC %1 to avoid implant.|ImplantDC	KEY:Red Slaad ~ Implant				DEFINE:ImplantDC|0					BONUS:VAR|ImplantDC|DefaultDCCon	BONUS:VAR|ImplantDC|2|PREFEAT:1,Ability Focus(Implant)								ABILITY:Ability Focus|AUTOMATIC|Implant									SOURCEPAGE:MM
Stunning Croak	CATEGORY:Special Ability	TYPE:RedSlaadRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:%1/day (%2 radius, Will DC %3 or stunned for 1d3 round)|StunningCroakTimes|StunningCroakRadius|StunningCroakDC	KEY:Red Slaad ~ Stunning Croak				DEFINE:StunningCroakTimes|0	DEFINE:StunningCroakRadius|0	DEFINE:StunningCroakDC|0			BONUS:VAR|StunningCroakTimes|1	BONUS:VAR|StunningCroakRadius|20	BONUS:VAR|StunningCroakDC|DefaultDCCon	BONUS:VAR|StunningCroakDC|2|PREFEAT:1,Ability Focus(Implant)															SOURCEPAGE:MM
Summon Slaad	CATEGORY:Special Ability	TYPE:RedSlaadRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:1/day summon 1 red slaad 40%%.	KEY:Red Slaad ~ Summon Slaad																											SOURCEPAGE:MM
																																
Race Traits ~ Blue Slaad	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Blue Slaad ~ Spell-Like Abilities|Blue Slaad ~ Slaad Fever|Blue Slaad ~ Summon Slaad|Fast Healing											BONUS:VAR|FastHealing|5																		
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:BlueSlaadRaceTrait.SpecialAttack	VISIBLE:YES		KEY:Blue Slaad ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=8|Hold Person,13+CHA|Passwall|Telekinesis,15+CHA	SPELLS:Innate|TIMES=1|CASTERLEVEL=8|Chaos Hammer,14+CHA								SOURCEPAGE:MM
Slaad Fever	CATEGORY:Special Ability	TYPE:BlueSlaadRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES		KEY:Blue Slaad ~ Slaad Fever																											SOURCEPAGE:MM
Summon Slaad	CATEGORY:Special Ability	TYPE:BlueSlaadRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:1/day summon 1 blue slaad 40%%.	KEY:Blue Slaad ~ Summon Slaad																											SOURCEPAGE:MM
																																
Race Traits ~ Green Slaad	CATEGORY:Internal	TYPE:Special	AUTO:LANG|Common	ABILITY:Special Ability|AUTOMATIC|Green Slaad ~ Spell-Like Abilities|Green Slaad ~ Summon Slaad|Fast Healing|Green Slaad ~ Change Shape										BONUS:VAR|FastHealing|5																		
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:GreenSlaadRaceTrait.SpecialAttack	VISIBLE:YES		KEY:Green Slaad ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=9|Chaos Hammer,14+CHA|Detect Magic|Detect Thoughts,12+CHA|Fear,14+CHA|Protection from Law|See Invisibility|Shatter,12+CHA	SPELLS:Innate|TIMES=3|CASTERLEVEL=9|Dispel Law,15+CHA|Deeper Darkness|Fireball,13+CHA								SOURCEPAGE:MM
Summon Slaad	CATEGORY:Special Ability	TYPE:GreenSlaadRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:1/day summon 1 green slaad 40%%.	KEY:Green Slaad ~ Summon Slaad																											SOURCEPAGE:MM
Change Shape	CATEGORY:Special Ability	TYPE:GreenSlaadRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A Green Slaad can assume the form of any Medium or Large humanoid.	KEY:Green Slaad ~ Change Shape																											SOURCEPAGE:MM
																																
Race Traits ~ Gray Slaad	CATEGORY:Internal	TYPE:Special	AUTO:LANG|Common	ABILITY:Special Ability|AUTOMATIC|Gray Slaad ~ Spell-Like Abilities|Gray Slaad ~ Summon Slaad|Fast Healing|Gray Slaad ~ Change Shape										BONUS:VAR|FastHealing|5																		
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:GraySlaadRaceTrait.SpecialAttack	VISIBLE:YES		KEY:Gray Slaad ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=10|Chaos Hammer|Deeper Darkness|Detect Magic|Identify|Invisibility|Lightning Bolt,13+CHA|Magic Circle against Law|See Invisibility|Shatter,12+CHA	SPELLS:Innate|TIMES=3|CASTERLEVEL=10|Animate Objects|Dispel Law,15+CHA|Fly	SPELLS:Innate|TIMES=1|CASTERLEVEL=10|Power Word Stun							SOURCEPAGE:MM
Summon Slaad	CATEGORY:Special Ability	TYPE:GraySlaadRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:2/day summon 1-2 red slaad or 1 blue slaad 60%% or 1 green slaad 40%%.	KEY:Gray Slaad ~ Summon Slaad																											SOURCEPAGE:MM
Change Shape	CATEGORY:Special Ability	TYPE:GreenSlaadRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A Gray Slaad can assume any humanoid form.	KEY:Gray Slaad ~ Change Shape																											SOURCEPAGE:MM
																																
