SOURCELONG:Complete Adventurer	SOURCESHORT:CAd	SOURCEWEB:http://www.gozzilioni.net										
#												
# Class Name 1	Hit Dice (HD)	Type (TYPE:)	Abbreviation (ABB)	Max Level (MAXLEVEL)	Source Page (SOURCEPAGE)	Save checks bonus (Fortitude) (BONUS:CHECKS)	Save checks bonus (Reflex)	Save checks bonus (Will)	Combat bonus	EXCLASS	CONTIGUOUS	FINE
SUBCLASSLEVEL:7									SPELLS:Wolves Growth|TIMES=1|CASTERLEVEL=classlevel("Wolflord")|Animal Growth			
1				ABILITY:Special Ability|AUTOMATIC|Animal Bond|Wild Empathy			BONUS:VAR|WildEmpathy,CompLevel|CL					
2					VISION:Low-Light		BONUS:ABILITYPOOL|Animal Lord First Totem|1					
3				ABILITY:Special Ability|AUTOMATIC|Wild Aspect|Animal Lord Wild Aspect			BONUS:VAR|AnimalLordWildAspectLVL|CL					
4												
5												
6							BONUS:ABILITYPOOL|Animal Lord Second Totem|1					
7												
8				ABILITY:Special Ability|AUTOMATIC|Telepathy			BONUS:VAR|TelepathyRange|100					
9												
10							BONUS:ABILITYPOOL|Animal Lord Third Totem|1					
#												
CLASS:Beastmaster	HD:10	TYPE:Prestige	ABB:Bea	MAXLEVEL:10	SOURCEPAGE:CAd	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/2+2	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE			
CLASS:Beastmaster	PRESKILL:1,Handle Animal=8	PRESKILL:1,Survival=4	PREFEAT:1,Skill Focus(Handle Animal)									
CLASS:Beastmaster	STARTSKILLPTS:4	CSKILL:Climb|Handle Animal|Heal|Hide|Jump|Knowledge (Nature)|Listen|Ride|Spot|Survival|Swim										
1				ABILITY:Special Ability|AUTOMATIC|Animal Companion|Beastmaster Animal Companion|Wild Empathy			BONUS:VAR|WildEmpathy|CL	BONUS:VAR|BeastmasterAnimalCompanionLVL|CL				
2			VFEAT:Alertness									
3				ABILITY:Special Ability|AUTOMATIC|Speak with Animals (Sp)			BONUS:VAR|SpeakWithAnimalsTimes|CL/3	BONUS:VAR|SpeakWithAnimalsLVL|CL				
4				ABILITY:Special Ability|AUTOMATIC|Extra Animal Companion 1				BONUS:VAR|ExtraCompLevel1|CL				
5				VISION:Low-Light								
7				ABILITY:Special Ability|AUTOMATIC|Extra Animal Companion 2				BONUS:VAR|ExtraCompLevel2|CL				
8				ABILITY:Special Ability|AUTOMATIC|Scent								
10				ABILITY:Special Ability|AUTOMATIC|Extra Animal Companion 3				BONUS:VAR|ExtraCompLevel3|CL				
#												
CLASS:Bloodhound	HD:10	TYPE:Prestige	ABB:Blo	MAXLEVEL:10	SOURCEPAGE:CAd	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/2+2	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE			
CLASS:Bloodhound	PREATT:4	PRESKILL:3,Gather Information=4,Move Silently=4,Survival=4	PREFEAT:2,Endurance,Track									
CLASS:Bloodhound	STARTSKILLPTS:6	CSKILL:Bluff|Climb|Diplomacy|Disguise|Gather Information|Heal|Hide|Intimidate|Jump|Listen|Move Silently|Open Lock|Ride|Search|Sense Motive|Spot|Survival|Swim|Use Rope										
1		ABILITY:Special Ability|AUTOMATIC|All Automatic Proficiencies|All Martial Weapon Proficiencies	AUTO:FEAT|Simple Weapon Proficiency|Martial Weapon Proficiency									
1		AUTO:FEAT|Armor Proficiency (Light)										
#												
1				ABILITY:Special Ability|AUTOMATIC|Mark|Swift Tracker			BONUS:VAR|MarkBonus|CL	BONUS:VAR|Mark|(CL+2)/3				
2				ABILITY:Special Ability|AUTOMATIC|Nonlethal Force|Ready and Waiting								
3				ABILITY:Special Ability|AUTOMATIC|Bring'em Back Alive|Tenacious Pursuit								
4				ABILITY:Special Ability|AUTOMATIC|Hunter's Dedication								
5				ABILITY:Special Ability|AUTOMATIC|Move Like the Wind|Crippling Strike|Track the Trackless								
6				ABILITY:Special Ability|AUTOMATIC|See Invisibility|Shield Mind|Bloodhound Shield Mind			BONUS:VAR|ShieldMindLVL|CL					
7				ABILITY:Special Ability|AUTOMATIC|Locate Creature (Sp)			BONUS:VAR|LocateCreatureLVL|CL					
8				ABILITY:Special Ability|AUTOMATIC|Freedom of Movement (Su/rounds)								
9				ABILITY:Special Ability|AUTOMATIC|Scent								
10				ABILITY:Special Ability|AUTOMATIC|Find the Path (Sp)			BONUS:VAR|FindThePathPerDay|2	BONUS:VAR|FindThePathLVL|CL				
#												
CLASS:Daggerspell Mage	HD:6	TYPE:Prestige	ABB:Dgm	MAXLEVEL:10	SOURCEPAGE:CAd	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/2+2	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL*3/4|TYPE=Base.REPLACE			
CLASS:Daggerspell Mage	PREALIGN:LG,LN,NG,TN,CG,CN	PREFEAT:2,Weapon Focus(Dagger),Two Weapon Fighting	PRESPELLCAST:TYPE=Arcane	PRESPELLTYPE:1,Arcane=5	PREABILITY:1,CATEGORY=Special Ability,Sneak Attack							
CLASS:Daggerspell Mage	STARTSKILLPTS:6	CSKILL:Balance|Climb|Concentration|TYPE.Craft|Handle Animal|Heal|Hide|Jump|Knowledge (Arcana)|Listen|Move Silently|TYPE.Profession|Ride|Spellcraft|Spot|Survival|Swim|Tumble										
1				ABILITY:Special Ability|AUTOMATIC|Daggercast								
2	ADD:SPELLCASTER|Arcane			ABILITY:Special Ability|AUTOMATIC|Invocation of the Knife								
3	ADD:SPELLCASTER|Arcane			ABILITY:Special Ability|AUTOMATIC|Sneak Attack|Daggerspell Sneak Attack			BONUS:VAR|DaggerspellSneakAttackLVL|CL					
4	ADD:SPELLCASTER|Arcane											
5	ADD:SPELLCASTER|Arcane			ABILITY:Special Ability|AUTOMATIC|Double Daggercast								
6	ADD:SPELLCASTER|Arcane											
7	ADD:SPELLCASTER|Arcane			ABILITY:Special Ability|AUTOMATIC|Arcane Infusion								
8	ADD:SPELLCASTER|Arcane			ABILITY:Special Ability|AUTOMATIC|Arcane Throw								
9	ADD:SPELLCASTER|Arcane											
10	ADD:SPELLCASTER|Arcane			ABILITY:Special Ability|AUTOMATIC|Daggerspell Flurry								
#												
CLASS:Daggerspell Shaper	HD:6	TYPE:Prestige	ABB:Dgs	MAXLEVEL:10	SOURCEPAGE:CAd	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/2+2	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL*3/4|TYPE=Base.REPLACE			
CLASS:Daggerspell Shaper	PREALIGN:LG,LN,NG,TN,CG,CN	PRESKILL:1,Concentration=8	PREFEAT:2,Weapon Focus(Dagger),Two Weapon Fighting	PREABILITY:1,CATEGORY=Special Ability,TYPE=WildShape	PREABILITY:1,CATEGORY=Special Ability,Sneak Attack,Skirmish Attack							
CLASS:Daggerspell Shaper	STARTSKILLPTS:6	CSKILL:Balance|Climb|Concentration|TYPE.Craft|Handle Animal|Heal|Hide|Jump|Knowledge (Nature)|Listen|Move Silently|TYPE.Profession|Ride|Spellcraft|Spot|Survival|Swim|Tumble										
1				ABILITY:Special Ability|AUTOMATIC|Daggercast								
2	ADD:SPELLCASTER|Divine			ABILITY:Special Ability|AUTOMATIC|Daggerspell Wild Shape|Daggerspell Wild Shape Times|Daggerspell Wild Shape Progression	ABILITY:Special Ability|AUTOMATIC|Dagger Claws		BONUS:VAR|DaggerspellWildShape|CL					
3	ADD:SPELLCASTER|Divine			ABILITY:Special Ability|AUTOMATIC|Sneak Attack|Daggerspell Sneak Attack			BONUS:VAR|DaggerspellSneakAttackLVL|CL					
4	ADD:SPELLCASTER|Divine											
5	ADD:SPELLCASTER|Divine											
6	ADD:SPELLCASTER|Divine											
7	ADD:SPELLCASTER|Divine			ABILITY:Special Ability|AUTOMATIC|Fast Wild Shape								
8	ADD:SPELLCASTER|Divine			ABILITY:Special Ability|AUTOMATIC|Enhanced Wild Shape								
9	ADD:SPELLCASTER|Divine											
10	ADD:SPELLCASTER|Divine			ABILITY:Special Ability|AUTOMATIC|Daggerspell Flurry								
#												
CLASS:Dread Pirate	HD:8	TYPE:Prestige	ABB:Drp	MAXLEVEL:10	SOURCEPAGE:CAd	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/2+2	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE			
CLASS:Dread Pirate	PREALIGN:NG,TN,NE,CG,CN,CE	PREATT:4	PRESKILL:2,Appraise=8,Profession (Sailor)=8	PRESKILL:2,Swim=4,Use Rope=4	PREFEAT:2,Quick Draw,Weapon Finesse	PRETEXT:Must own a ship of at least 10'000 Gp of value. The method of acquisition makes no difference, as long as he can freely operate in high seas						
CLASS:Dread Pirate	STARTSKILLPTS:6	CSKILL:Appraise|Balance|Bluff|Climb|TYPE.Craft|Gather Information|Intimidate|Jump|Listen|TYPE.Perform|TYPE.Profession|Search|Sense Motive|Sleight of Hand|Spot|Swim|Tumble|Use Rope										
1		ABILITY:Special Ability|AUTOMATIC|All Automatic Proficiencies|Dread Pirate Weapon Proficiencies	AUTO:FEAT|Simple Weapon Proficiency									
1		AUTO:FEAT|Armor Proficiency (Light)										
#												
1				ABILITY:Special Ability|AUTOMATIC|Seamanship|Dread Pirate Seamanship|Code of Conduct ~ Dread Pirate			BONUS:VAR|DreadPirateSeamanshipLVL|CL					
2				ABILITY:Special Ability|AUTOMATIC|Dread Pirate Two Weapon Fighting|Fearsome Reputation			BONUS:VAR|FearsomeReputationLVL|CL	BONUS:ABILITYPOOL|Fearsome Reputation|(CL+1)/2				
3												
4				ABILITY:Special Ability|AUTOMATIC|Acrobatic Charge|Steady Stance								
5												
6												
7												
8				ABILITY:Special Ability|AUTOMATIC|Dread Pirate Skill Mastery								
9												
10				ABILITY:Special Ability|AUTOMATIC|Pirate King								
#												
CLASS:Dungeon Delver	HD:6	TYPE:Prestige	ABB:Del	MAXLEVEL:10	SOURCEPAGE:CAd	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/2+2	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL*3/4|TYPE=Base.REPLACE			
CLASS:Dungeon Delver	PRESKILL:4,Climb=10,Disable Device=10,Open Lock=10,Search=10	PRESKILL:4,Craft (Stonemasonry)=5,Hide=5,Knowledge (Dungeoneering)=5,Move Silently=5	PREFEAT:2,Alertness,Blind Fight	PREABILITY:1,CATEGORY=Special Ability,Trapfinding	PRETEXT:Must survive a great trial underground.see desc.							
CLASS:Dungeon Delver	STARTSKILLPTS:8	CSKILL:Appraise|Balance|Climb|TYPE.Craft|Disable Device|Hide|Jump|Knowledge (Dungeoneering)|Listen|Move Silently|Open Lock|Search|Spot|Survival|Swim|Tumble|Use Magic Device|Use Rope										
1				ABILITY:Special Ability|AUTOMATIC|Dungeon Delver Darkvision|Deep Survival|Dungeon Delver Deep Survival|Trap Sense Ability			BONUS:VAR|DungeonDelverDeepSurvivalLVL|CL	BONUS:VAR|TrapSense|(CL+2)/3				
2				ABILITY:Special Ability|AUTOMATIC|Stonecunning|Reduce (Sp)						SPELLS:Reduce|TIMES=3|CASTERLEVEL=classlevel("Dungeon Delver")|Reduce Person		
3				ABILITY:Special Ability|AUTOMATIC|Augury (Sp)	ADD:ABILITY|Special Ability|VIRTUAL|Skill Mastery		BONUS:VAR|AuguryTimes|CL/3	BONUS:VAR|AuguryLVL|CL				
4				ABILITY:Special Ability|AUTOMATIC|Evasion|Improved Evasion			BONUS:VAR|EvasionUsable,ImprovedEvasionUsable|1|TYPE=Prerequisite|PREEQUIP:1,TYPE=Medium,TYPE=Heavy					
5				ABILITY:Special Ability|AUTOMATIC|Blindsense (Ex)|Dungeon Delver Blindsense			BONUS:VAR|DungeonDelverBlindsenseLVL|CL					
6				ABILITY:Special Ability|AUTOMATIC|Passwall (Sp)			BONUS:VAR|PasswallTimes|1	BONUS:VAR|PasswallLVL|CL				
7												
8				ABILITY:Special Ability|AUTOMATIC|Find the Path (Sp)			BONUS:VAR|FindThePathPerDay|2	BONUS:VAR|FindThePathLVL|CL				
9				ABILITY:Special Ability|AUTOMATIC|Phase Door (Sp)			BONUS:VAR|PhaseDoorPerDay|1	BONUS:VAR|PhaseDoorLVL|18				
10												
#												
CLASS:Exemplar	HD:6	TYPE:Prestige	ABB:Exe	MAXLEVEL:10	SOURCEPAGE:CAd	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL*3/4|TYPE=Base.REPLACE			
CLASS:Exemplar	PRESKILL:1,Diplomacy=6	PRESKILL:1,TYPE.Strength=13,TYPE.Dexterity=13,TYPE.Constitution=13,TYPE.Intelligence=13,TYPE.Wisdom=13,TYPE.Charisma=13	PREFEAT:1,Skill Focus									
CLASS:Exemplar	STARTSKILLPTS:8	CSKILL:TYPE.Strength|TYPE.Dexterity|TYPE.Constitution|TYPE.Intelligence|TYPE.Wisdom|TYPE.Charisma										
1							BONUS:ABILITYPOOL|Skill Artistry|((CL+2)/3)	BONUS:ABILITYPOOL|Skill Mastery|(1+INT)+(CL-1)				
2				ABILITY:Special Ability|AUTOMATIC|Lend Talent								
3							BONUS:ABILITYPOOL|Exemplar Feat|CL/3					
4				ABILITY:Special Ability|AUTOMATIC|Sustaining Presence								
5				ABILITY:Special Ability|AUTOMATIC|Persuasiuve Performance								
6												
7												
8				ABILITY:Special Ability|AUTOMATIC|Intellectual Agility								
9												
10				ABILITY:Special Ability|AUTOMATIC|Exemplar Perfect Self								
#												
###TODO CONTIGUOUS:Druid|Bard												
CLASS:Fochlucan Lyrist	HD:6	TYPE:Prestige	ABB:Fon	MAXLEVEL:10	SOURCEPAGE:CAd	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/2+2	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE			
CLASS:Fochlucan Lyrist	PRESKILL:5,Decipher Script=7,Diplomacy=7,Gather Information=7,Knowledge (Nature)=7,Sleight of Hand=7	PRESKILL:1,Perform (String Instruments)=13	PRELANG:1,Druidic	PRESPELLTYPE:2,Arcane=1,Divine=1	PREABILITY:2,CATEGORY=Special Ability,Bardic Knowledge,Evasion							
CLASS:Fochlucan Lyrist	STARTSKILLPTS:6	CSKILL:Appraise|Bluff|Concentration|TYPE.Craft|Decipher Script|Diplomacy|Disguise|Gather Information|Handle Animal|Heal|Hide|TYPE.Knowledge|Listen|Move Silently|TYPE.Perform|TYPE.Profession|Ride|Sense Motive|Sleight of Hand|Speak Language|Spellcraft|Survival|Swim|Use Magic Device										
1	ADD:SPELLCASTER|Arcane			ABILITY:Special Ability|AUTOMATIC|Bardic Knowledge|Bardic Music			BONUS:VAR|BardicKnowledgeLvl|CL	BONUS:VAR|BardicKnowledge|BardicKnowledgeLvl	BONUS:VAR|BardicMusicLvl|CL	BONUS:VAR|BardicMusicTimes|CL		
1	ADD:SPELLCASTER|Divine			ABILITY:Special Ability|AUTOMATIC|Unbound								
2	ADD:SPELLCASTER|Arcane											
2	ADD:SPELLCASTER|Divine											
3	ADD:SPELLCASTER|Arcane											
3	ADD:SPELLCASTER|Divine											
4	ADD:SPELLCASTER|Arcane											
4	ADD:SPELLCASTER|Divine											
5	ADD:SPELLCASTER|Arcane											
5	ADD:SPELLCASTER|Divine											
6	ADD:SPELLCASTER|Arcane											
6	ADD:SPELLCASTER|Divine											
7	ADD:SPELLCASTER|Arcane											
7	ADD:SPELLCASTER|Divine											
8	ADD:SPELLCASTER|Arcane											
8	ADD:SPELLCASTER|Divine											
9	ADD:SPELLCASTER|Arcane											
9	ADD:SPELLCASTER|Divine											
10	ADD:SPELLCASTER|Arcane											
10	ADD:SPELLCASTER|Divine											
#												
CLASS:Ghost Faced Killer	HD:8	TYPE:Prestige.Oriental	ABB:Gfk	MAXLEVEL:10	SOURCEPAGE:CAd	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE			
CLASS:Ghost Faced Killer	PREALIGN:LE,NE,CE	PREATT:5	PRESKILL:2,Hide=6,Move Silently=6	PRESKILL:1,Concentration=4	PRESKILL:1,Intimidate=8	PREFEAT:2,Improved Initiative,Power Attack						
CLASS:Ghost Faced Killer	STARTSKILLPTS:4	CSKILL:Bluff|Climb|Concentration|Hide|Intimidate|Jump|Listen|Move Silently|Open Lock|Search|Spot|Swim|Tumble										
1		ABILITY:Special Ability|AUTOMATIC|All Automatic Proficiencies|All Martial Weapon Proficiencies	AUTO:FEAT|Simple Weapon Proficiency|Martial Weapon Proficiency									
1		AUTO:FEAT|Armor Proficiency (Light)										
#												
1				ABILITY:Special Ability|AUTOMATIC|Ghost Step|Ghost Step (Su)|Ghost Faced Killer Ghost Step			BONUS:VAR|GhostFacedKillerGhostStepLVL|CL					
2				ABILITY:Special Ability|AUTOMATIC|Sudden Strike|Ghost Faced Killer Sudden Strike			BONUS:VAR|GhostFacedKillerSuddenStrikeLVL|CL					
3				ABILITY:Special Ability|AUTOMATIC|Frightful Attack			BONUS:VAR|FrightfulAttackPerDay|CL/3					
4												
5												
6												
7				ABILITY:Special Ability|AUTOMATIC|Ghost Sight								
8												
9												
10				ABILITY:Special Ability|AUTOMATIC|Frightful Cleave								
#												
CLASS:Highland Stalker	HD:8	TYPE:Prestige	ABB:His	MAXLEVEL:10	SOURCEPAGE:CAd	BONUS:CHECKS|BASE.Fortitude|CL/2+2	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/3	BONUS:COMBAT|BAB|CL|TYPE=Base.REPLACE			
CLASS:Highland Stalker	PREATT:5	PRESKILL:3,Listen=8,Spot=8,Survival=8	PREFEAT:1,Track	PREABILITY:1,CATEGORY=Special Ability,Skirmish Attack,Sneak Attack								
CLASS:Highland Stalker	STARTSKILLPTS:4	CSKILL:Balance|Climb|TYPE.Craft|Hide|Jump|Knowledge (Geography)|Knowledge (Nature)|Listen|Move Silently|Search|Spot|Survival										
1		AUTO:FEAT|Armor Proficiency (Light)										
#												
1				ABILITY:Special Ability|AUTOMATIC|Mountain Stride								
2				ABILITY:Special Ability|AUTOMATIC|Skirmish Attack|Skirmish AC|Highlander Stalker Skirmish			BONUS:VAR|HighlanderStalkerSkirmishLVL|CL					
3				ABILITY:Special Ability|AUTOMATIC|Swift Tracker								
4												
5				ABILITY:Special Ability|AUTOMATIC|Surefooted								
6												
7				ABILITY:Special Ability|AUTOMATIC|Camouflage								
8												
9												
10												
#												
CLASS:Maester	HD:4	TYPE:Prestige	ABB:Mae	MAXLEVEL:5	SOURCEPAGE:CAd	BONUS:CHECKS|BASE.Fortitude|CL/3	BONUS:CHECKS|BASE.Reflex|CL/3	BONUS:CHECKS|BASE.Will|CL/2+2	BONUS:COMBAT|BAB|CL/2|TYPE=Base.REPLACE			
CLASS:Maester	PREMULT:1,[PRERACE:1,Gnome%],[PRERACE:1,RACESUBTYPE=Gnome]	PRESKILL:1,TYPE.Craft=8	PRESKILL:1,Use Magic Device=4	PREFEAT:2,TYPE=ItemCreation	PRESPELLTYPE:1,Arcane=5							
CLASS:Maester	STARTSKILLPTS:4	CSKILL:Appraise|Concentration|TYPE.Craft|Disable Device|Knowledge (Arcana)|Knowledge (Architecture and Engineering)|Spellcraft|Use Magic Device										
1		BONUS:ABILITYPOOL|Maester Feat|(CL+3)/4		ABILITY:Special Ability|AUTOMATIC|Quick Crafting								
2	ADD:SPELLCASTER|ANY											
